 	sto	e	cucino	</S>
e	0.934963415	0.0628466132	0.0021866949	3.30209695e-06
s	0.899409538333	0.0980123477333	0.00252278966667	5.53624503167e-05
t	0.927682396111	0.0706019389111	0.00163177046222	8.38867247722e-05
è	0.70917151537	0.26752371597	0.0231409212607	0.000163809209591
c	0.358774238457	0.582952218657	0.0577879570869	0.00048554015653
e	0.187148302819	0.542473039552	0.257242695696	0.0131359053855
m	0.215634824273	0.453382413184	0.306356595232	0.0246261307952
a	0.221770990758	0.362534597728	0.269462328411	0.146232058265
r	0.0952752282527	0.189736212576	0.401411412804	0.313577152755
è	0.0505195957509	0.118437967525	0.446581280935	0.384461157585
o	0.0321632462503	0.0790365878417	0.454315206978	0.434484925862
</S>	0.0265724381252	0.0671205269209	0.447884213489	0.458422792931
