 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.92798735	0.0688116	0.00316552864	3.28355371769e-05	2.1465158818e-06	9.496381516e-08	2.858422572e-07	1.1391077995e-07
n	0.718464483333	0.265335566667	0.0135456073067	0.00258876355918	6.32942404485e-05	1.84813720849e-06	3.40349393867e-07	4.14676242833e-08
k	0.377731541111	0.599175688889	0.0177066472356	0.00517693118639	0.000177573573483	3.06359597362e-05	8.91084584622e-07	1.90957215944e-08
ò	0.23070782037	0.60809652963	0.155966222545	0.00503507316213	0.000154946908494	3.84611575387e-05	8.47761052874e-07	8.25852830315e-08
r	0.250043113457	0.520194059877	0.225920020848	0.00374719132071	7.78588268313e-05	1.73441531396e-05	3.27205415625e-07	1.19850295677e-07
a	0.239476241152	0.495794516626	0.260900900283	0.0037568491069	6.08862266104e-05	1.04121310799e-05	1.37754948408e-07	6.24157678923e-08
s	0.195101827051	0.414167965542	0.340134380094	0.0492687055356	0.000928277366537	0.000392367177393	6.20504021934e-06	2.57648773964e-07
t	0.16189306235	0.462170718514	0.304419520031	0.0697115398452	0.00123076515218	0.000535378838131	2.94202124064e-05	9.57843360799e-06
e	0.120533796117	0.398338206171	0.401737233344	0.0768918612817	0.00165511021406	0.000799355958377	3.13088256788e-05	1.31378298693e-05
m	0.126405270706	0.240531232057	0.424242531115	0.186600073761	0.0115646728714	0.00574159205279	0.0047476416501	0.000167023733956
a	0.110940913569	0.161564124019	0.315586763705	0.36111686792	0.0325183766238	0.0116922420176	0.0063288559517	0.000251878692985
r	0.0632756471897	0.0878732680063	0.247596531235	0.434493335973	0.0837447505413	0.0250764416725	0.0360798212189	0.0218602323693
è	0.0376743433966	0.0508550720021	0.169286288745	0.394088745324	0.205435483514	0.0672286498908	0.0462396884196	0.0291917633898
o	0.0268371737989	0.0334472206674	0.105742998582	0.337490968441	0.319550274505	0.148854153297	0.0172754154865	0.0108018115633
c	0.0273803122663	0.0309790375558	0.0685544708607	0.268828636147	0.372021774835	0.198077327766	0.0254208651622	0.00873755935443
e	0.0314148040888	0.0333337541853	0.0492539526202	0.197611085382	0.404732141612	0.234994235922	0.0397615617207	0.00889844911814
e	0.0352839063629	0.0362123697284	0.0460063868734	0.136130695127	0.398931687204	0.295836801974	0.0415541305736	0.010044042706
n	0.046458092121	0.0452480382428	0.0509759789578	0.129241515042	0.370663849068	0.263312500658	0.0761480168579	0.017952025902
ì	0.043506779707	0.0415543617476	0.0455985903193	0.117590573347	0.334049703023	0.264987383553	0.124379462286	0.0283331239673
n	0.0351921962357	0.0347173865825	0.0382513744398	0.085654339449	0.292483467674	0.329558311184	0.146641964095	0.0375009146558
e	0.0532520177452	0.0530758791942	0.0551986441466	0.0841148711497	0.232429355891	0.290560007061	0.152576841365	0.0787923415519
p	0.0594075439151	0.0529465287314	0.0493382401822	0.0653843443832	0.128090486464	0.164635853687	0.386480207122	0.093716795184
r	0.0327586679717	0.0264064564771	0.0185788115941	0.0288812143277	0.0482453906547	0.062365930229	0.733529169041	0.0492343321947
ò	0.0167777146572	0.0168164007257	0.0126658209314	0.0222364506426	0.0646451242182	0.0961150010763	0.63554806968	0.135195383198
n	0.0330428282191	0.0360137325752	0.0140301756438	0.0278854425475	0.0888087014061	0.133071697025	0.45404173656	0.213105697733
t	0.0361317467397	0.0483156875251	0.00984255938127	0.0222225725158	0.0532021090354	0.0775692743417	0.622610578853	0.130105464244
o	0.0259255619132	0.0386457868417	0.0158947509604	0.0225466458386	0.0338470615785	0.0452172861139	0.562617699618	0.255305196415
</S>	0.0290041994566	0.0359319849209	0.0246073074802	0.0284993579193	0.0378802457893	0.047667177057	0.362806459809	0.433603268207
