 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.9689077	0.0310458754	2.758436855e-05	1.401575062e-05	4.20918149e-06	4.299385515e-07	6.17211905e-08	2.3487908e-08	1.393579985e-08	1.13438423e-08	1.134105716e-08	1.1848964415e-08	1.1329587035e-08	1.2138768105e-08	1.125671e-08
ì	0.937271533333	0.0626863951333	3.459163955e-05	5.75587628667e-06	1.47381332467e-06	1.62743872833e-07	3.00909061667e-08	1.41600472667e-08	6.81166751667e-09	3.94011874e-09	4.13652682667e-09	5.68634574833e-09	4.083020845e-09	4.467595105e-09	3.83366726333e-09
n	0.742401594444	0.257533001711	5.81313931833e-05	6.61408742889e-06	5.38225566223e-07	6.8189291111e-08	1.26465725322e-08	7.0068164689e-09	4.04374755989e-09	1.45227651133e-09	1.68165124289e-09	3.48997985811e-09	1.62900230833e-09	1.864030925e-09	1.31891625244e-09
o	0.448707284815	0.551237123904	4.90685687278e-05	6.26641984296e-06	2.03538279841e-07	2.8346419437e-08	4.44922132073e-09	2.56634247963e-09	1.4371703443e-09	5.53938118443e-10	6.29349494963e-10	1.2452068347e-09	6.23723839443e-10	7.10679335e-10	4.83481192147e-10
ì	0.272882188272	0.717786417968	0.00742515748058	0.00190550217598	6.19987127714e-07	3.94410967123e-08	2.19705644402e-08	3.41449150321e-09	1.47172838848e-08	1.35012082948e-09	1.14076571165e-09	2.4827658849e-09	7.84488666481e-10	9.79044781667e-10	2.99252097382e-10
t	0.203301809424	0.725194309323	0.0455183448269	0.0259229408587	5.21571212759e-05	1.02651940356e-05	9.70924131467e-08	1.30296163011e-08	2.05156683949e-08	1.71386220983e-09	1.34353677055e-09	3.37999186163e-09	8.4405314216e-10	1.14849690722e-09	2.33891130461e-10
s	0.236828816475	0.678567186441	0.0524255630423	0.0320809773262	7.11302315253e-05	2.58162100119e-05	3.17282964382e-07	1.37282209434e-07	5.9395936565e-08	4.59782333661e-09	1.69025229018e-09	3.15154285388e-09	9.4875040072e-10	9.23292049073e-10	2.03439221487e-10
e	0.242696802158	0.672783262147	0.0636841604474	0.0207788401487	3.50971386084e-05	2.11902463373e-05	4.39000511461e-07	1.80014434145e-07	7.51937421883e-08	6.35969624554e-09	1.97192116339e-09	2.98069838463e-09	1.05386323357e-09	8.32197316358e-10	2.56049563829e-10
r	0.154351394053	0.549040614049	0.204699830149	0.0915605073829	0.000284488866536	6.24687617791e-05	6.09901717154e-07	8.94690943817e-08	3.99293540628e-08	3.11153407651e-09	9.29071249463e-10	1.67902592821e-09	5.04624216523e-10	4.39023692119e-10	1.8718665621e-10
e	0.100349558018	0.351635564683	0.393712763383	0.153654319128	0.000562705755512	8.3418736593e-05	1.51703717238e-06	1.07884446794e-07	4.25192946876e-08	1.99844248684e-09	6.41773578154e-10	1.38012844274e-09	2.78079530841e-10	2.65472297373e-10	1.67643117003e-10
k	0.0871344593393	0.219557041561	0.535264874461	0.153434419709	0.00210831678517	0.00246706512153	2.38846502241e-05	8.7568932256e-06	1.12802677156e-06	3.08404126228e-09	8.24949026051e-10	5.51349291425e-09	2.77166306947e-10	4.49650212458e-10	1.62359338434e-10
a	0.0719587184464	0.142107457187	0.534271498154	0.235867449903	0.0116927823951	0.00404690490718	4.00211767414e-05	1.21135644419e-05	2.97113409052e-06	7.53688958743e-09	4.98368440868e-09	1.09146129714e-08	3.45878578982e-10	6.13443357486e-10	3.44597498911e-10
s	0.0522637254821	0.104411914062	0.432526386051	0.348317723301	0.029389367465	0.0328048049691	0.000191097032247	6.96207698473e-05	2.51621426968e-05	8.19197208625e-08	1.26784604696e-08	6.18113846571e-08	1.56704242633e-09	1.0399529725e-09	4.0977966897e-10
ì	0.0469516758274	0.0913062416873	0.340455972017	0.445329647767	0.0311653494883	0.0441856769897	0.000394373114082	0.000167499243282	4.24292995656e-05	6.78562183621e-07	1.92204536157e-07	2.12179604886e-07	1.36703972421e-08	8.15882219083e-09	8.04980295899e-09
m	0.0454175882758	0.0798618758958	0.278312720672	0.485187122589	0.0586373701628	0.0510896063299	0.000919379351361	0.000529566694427	4.34118338552e-05	8.18120701207e-07	2.47737568052e-07	2.24747937295e-07	1.71755036807e-08	1.01217222303e-08	1.05990607497e-08
m	0.0295287457586	0.0559315229653	0.377732073557	0.34290891753	0.0654341827209	0.123394155443	0.00124385506379	0.00379334769814	3.26591197517e-05	3.05116666402e-07	8.8815140684e-08	1.15805758098e-07	1.27094988269e-08	3.85422207677e-09	3.59251511657e-09
e	0.0279077119195	0.0458983586551	0.359936201186	0.238701965843	0.14989336024	0.172177305148	0.000933435901263	0.00451286730938	3.81030030506e-05	5.04528281467e-07	5.01907845613e-08	1.12116832699e-07	1.1039125709e-08	2.96181132559e-09	2.86078214219e-09
r	0.0271695316398	0.0387356932184	0.196911237062	0.259636451948	0.26569532008	0.197960855049	0.00766335920042	0.00584583517979	0.000374090601017	6.92422622716e-06	2.2927628052e-07	3.93441114233e-07	5.22734926697e-08	6.42256824186e-09	2.60776592073e-09
i	0.0279838015466	0.0362676114061	0.131384869021	0.229091323983	0.317013636693	0.239340035016	0.0118244347335	0.0065448302266	0.000537798113672	1.07454474091e-05	3.2762813684e-07	5.11431021411e-07	6.67872426566e-08	9.04073908062e-09	2.92221171358e-09
è	0.0361063088489	0.0430370671354	0.113234953007	0.263367724661	0.325964872231	0.199250011672	0.0121637659112	0.00490053677553	0.00195562838456	1.6697358803e-05	1.21367354561e-06	1.06432569047e-06	3.20447989855e-08	1.53772330269e-08	1.01893553771e-07
f	0.033989490283	0.0401127750451	0.100389344336	0.257961451554	0.284605804077	0.206965683891	0.0358330589704	0.0297347481252	0.0103498180282	4.68449619343e-05	6.22970738187e-06	2.95805156349e-06	1.609493716e-06	3.74489986756e-08	1.4126883859e-07
r	0.0302586440943	0.0268232153484	0.092474838112	0.133431143185	0.197378288026	0.390272951297	0.0434193786568	0.0743011113751	0.0115774425427	4.61223601114e-05	7.49117772729e-06	6.98167252116e-06	2.29002992867e-06	5.14226912252e-08	6.01559571967e-08
ì	0.0459393063648	0.0392737614495	0.104365826037	0.102909687062	0.171403309342	0.416225590432	0.0316496145523	0.075296407125	0.0122024603809	0.000674798099504	2.88538995091e-05	2.82373985071e-05	1.34017916622e-06	3.81619682075e-07	4.18229076066e-07
s	0.0458877034549	0.0446805494832	0.076560244679	0.107162955687	0.233831273114	0.306337370144	0.0665016158508	0.0699405090417	0.047038039127	0.0018853154665	0.00011550981317	5.48546898357e-05	2.83227632207e-06	5.44695230692e-07	6.75660725355e-07
k	0.026550672485	0.0245539991611	0.0555203835597	0.0682637205623	0.160841385038	0.419728413381	0.0742739106169	0.117335643014	0.051110091109	0.00163059377253	0.00012024207959	6.72147536119e-05	2.98838098736e-06	3.20213616897e-07	4.04540211785e-07
o	0.0304198188283	0.0278399937204	0.0535736191866	0.0481331441874	0.0927269976793	0.416452337794	0.107825038872	0.194063174338	0.026013360103	0.00277675747454	0.000104256638397	6.38201498706e-05	7.10454630912e-06	2.13448543632e-07	3.46590787262e-07
è	0.0429080152761	0.0425050672401	0.0544804470622	0.0644222417291	0.144842861226	0.285486429265	0.141534146291	0.185368781446	0.028753605701	0.00923872549151	0.000322058486132	0.000118439759957	8.90367043637e-06	4.23223915877e-07	9.84051584242e-06
t	0.0394419814254	0.0395876244134	0.0483513153541	0.0604827315764	0.150447227075	0.228985833088	0.139115438764	0.168308297149	0.110444804567	0.0139146264972	0.000710120195377	0.000174837086652	1.61367551455e-05	2.08343297196e-06	1.69275269475e-05
s	0.0308245008085	0.0238237714711	0.037405672118	0.0329566191921	0.0793975116917	0.161330494363	0.166154619588	0.299427312383	0.157735666522	0.00950557481573	0.000877317031792	0.000506434702217	2.06653727152e-05	2.39606856573e-05	9.86682195583e-06
i	0.0404023532695	0.0311084984904	0.0445151233727	0.0351383023974	0.0576019432306	0.132605301454	0.161007436529	0.332934184128	0.140118660507	0.0140004325886	0.00545188877726	0.00476336530074	0.000300712161905	2.99286977691e-05	2.18393142919e-05
c	0.0437105244232	0.0407183951635	0.0462846831242	0.0450004627991	0.0654495727435	0.0904783844847	0.160776818843	0.205605536709	0.220564326836	0.0544518558629	0.0184498692591	0.00801038843358	0.000458214153968	1.3537224473e-05	2.74023351973e-05
h	0.0259887222744	0.0249827949545	0.0363412373747	0.0278608547997	0.0427809881145	0.0964710321616	0.141973566281	0.313726444236	0.203275878279	0.057915395721	0.019809646753	0.00835734031119	0.000247710135989	0.000243662807491	2.47031898324e-05
r	0.0124888985581	0.0126333608848	0.0308248921249	0.0137034667999	0.0169070303382	0.167947134054	0.093083670427	0.519115638079	0.0922722654263	0.020893321807	0.011575386251	0.0079634212704	0.000156972949996	0.000389997272497	4.45393452775e-05
