 	non	li	aspettiamo	più	</S>
e	0.811421	0.18732927615	0.00113374268	0.000109861424	6.11505835e-06
t	0.561247726667	0.424549115383	0.01050820536	0.003684501374	1.049340945e-05
u	0.336545398889	0.636449458461	0.0221133267867	0.00487771749067	1.41236828167e-05
s	0.244418756296	0.677859739487	0.0607254672622	0.0139335728629	0.00306244652327
m	0.337021512099	0.527820823162	0.0812400374207	0.0251362952876	0.0287813240078
è	0.347920994033	0.458572684387	0.140684160807	0.0178969446625	0.0349252007359
n	0.186977930011	0.448451788129	0.307006936936	0.0160386601208	0.0415246796453
u	0.104374878004	0.29566193271	0.487603605645	0.0550294587069	0.0573301058818
m	0.0812745320013	0.200510544237	0.479451835215	0.183312552902	0.0554505029606
e	0.0700595473338	0.143615304746	0.326892595072	0.310119507634	0.14931304432
p	0.0452980514446	0.092049971582	0.196417785024	0.489010792545	0.177223394773
l	0.0258507568149	0.0609218805273	0.081511316008	0.681696564182	0.150019448258
è	0.015681509605	0.0301393928424	0.076961526336	0.603725468061	0.273492092753
o	0.018459315535	0.0262884946141	0.095706832112	0.44618948602	0.413355890918
</S>	0.0197185812675	0.0247332238071	0.079655146056	0.41283976801	0.463053295459
