 	che	vende	buon	pane	</S>
k	0.9796297	0.0200988685	0.00024894106	2.195797415e-05	5.005232005e-07
a	0.910889866667	0.0889616651667	0.0001388896316	9.41014078167e-06	1.70793598167e-07
i	0.628375945556	0.347783828389	0.0237746051488	3.64721655589e-05	2.91823002637e-05
p	0.317868031852	0.42724664613	0.229151668383	0.0252654373805	0.000468247840088
u	0.196855547284	0.392814852043	0.375887629461	0.0337452092435	0.000696761323363
l	0.171059559095	0.483888750681	0.31750510982	0.0264523385312	0.00109421235112
ì	0.146560119698	0.414156716894	0.401405063273	0.0365180081771	0.00136006935037
t	0.109033281233	0.341360732298	0.514714507758	0.0302425797257	0.00464888715012
s	0.134007691744	0.312633127433	0.532237102586	0.0156210887319	0.00550098560284
o	0.160428703915	0.240605945811	0.512310490862	0.076796884734	0.00985798775375
m	0.117908454638	0.166010756604	0.484169286954	0.162079264911	0.0698322569179
ì	0.0753675658793	0.104012074868	0.380498482318	0.32054606497	0.119575805639
k	0.0558809636264	0.0717600246227	0.255714604106	0.43163506499	0.185009348546
a	0.0423658685421	0.0517498965409	0.174532988035	0.44468634833	0.286664926182
l	0.0391225428474	0.043037686847	0.102108562678	0.53521916611	0.280512035394
ò	0.0346915226158	0.036634856949	0.072918226226	0.517198122037	0.338557258465
</S>	0.0287048188079	0.0300302134745	0.052739796113	0.452671711019	0.435853459232
