 	non	aveva	da	stare	</S>
e	0.98045678	0.0192529708	0.000121983949	0.0001633914987	4.8497895e-06
n	0.87265568	0.120601862933	0.00667743315567	6.18095187e-05	3.21933151333e-06
ì	0.571869833333	0.398849294311	0.0292365143852	3.15270785667e-05	1.28412535178e-05
c	0.271676947778	0.553441098104	0.174621931462	0.000210466418522	4.95710078393e-05
h	0.148543802593	0.544715432701	0.305560370487	0.00110157433951	7.88398492798e-05
e	0.100044884198	0.4881925009	0.389937083496	0.0183149345132	0.00351062881643
n	0.079691793066	0.362534773633	0.517336514499	0.0326603748377	0.00777656793881
a	0.0696124803553	0.231637901878	0.5435291015	0.139647121613	0.0155733819796
s	0.0529063987851	0.119459421293	0.4481157105	0.307085980538	0.0724324806599
t	0.0335048055617	0.063224915231	0.248609257167	0.556352233513	0.0983088148866
a	0.0193303994872	0.0386032645437	0.164008099389	0.609650104504	0.168408152962
s	0.0315480674957	0.0687192595146	0.32392809313	0.347436411501	0.228368197654
ì	0.0389829188319	0.0749905031715	0.318970869043	0.2341230605	0.332932685885
</S>	0.0357696014159	0.0552918865858	0.191934791522	0.24534369025	0.471660062943
