 	forse	stanno	ancora	svegli	</S>
f	0.997114895	0.0027394269	0.0001006479646	4.1729841052e-05	3.3273092075e-06
ò	0.993458778333	0.00649120476667	3.49802749e-05	1.39360637053e-05	1.12680854417e-06
r	0.900306892778	0.0996302125889	5.69209186e-05	5.5748933551e-06	4.2925929139e-07
s	0.873584964259	0.12634791453	6.40524426267e-05	2.83219689837e-06	2.38240900463e-07
i	0.687226098086	0.312743741843	2.88806233022e-05	1.14411828612e-06	1.46248344821e-07
s	0.344478912695	0.654578733948	0.000915696780434	2.5828794102e-05	8.6707966294e-07
t	0.462736707565	0.535996642649	0.00121318504648	4.1414712034e-05	1.20026320876e-05
è	0.492398232522	0.498184158883	0.00922739460183	0.000174544838011	1.55771083625e-05
o	0.217055955507	0.625055286294	0.151279913534	0.00644103528934	0.000167750806121
n	0.193768159836	0.591280528765	0.205665439845	0.00873600849645	0.000549810148707
e	0.190041824612	0.444377369588	0.334915771948	0.0275328728988	0.00313210484957
a	0.0885042695373	0.215348043196	0.589635180649	0.0927647476329	0.0137476819499
n	0.101002059846	0.170879441065	0.582941620216	0.0981091968776	0.0470676029833
k	0.253201173282	0.151582895355	0.358129405739	0.0447900082925	0.192296484328
ò	0.251945077761	0.093784436785	0.265991120913	0.0382839410975	0.349995418109
r	0.136825692587	0.125825648928	0.432676103638	0.0384272456992	0.266245288703
a	0.109788980862	0.135660486309	0.416295431213	0.2164876439	0.121767432234
a	0.063729009954	0.0744789737697	0.254093397071	0.409220727967	0.198477884078
t	0.0442002696513	0.0499246185899	0.16702514369	0.308081415989	0.430768548026
s	0.0966473998838	0.0365162638633	0.0928304836967	0.136363748996	0.637642082675
ù	0.113815333961	0.0314816349544	0.103942529032	0.171509573332	0.579250907558
n	0.064090331987	0.0400082299848	0.227351113011	0.289690037777	0.378860249186
n	0.184305407329	0.0786607099949	0.246380954337	0.211031059259	0.279621816395
i	0.22085879911	0.0859729393316	0.157008078112	0.194012759753	0.342147405465
t	0.209953843037	0.178102865777	0.0869237890373	0.184115153584	0.340904355155
i	0.216496235346	0.218638726592	0.0559509303458	0.107706558195	0.401207538385
</S>	0.134150549173	0.135164630296	0.0531219866729	0.120557039097	0.557005769192
