 	avete	cucinato	le	verdure	</S>
e	0.969750045	0.029997375	0.000123237534	0.000129066696	2.842888485e-07
m	0.687743535	0.307404296	0.004727537384	0.000124369158067	2.68748486167e-07
a	0.500794478333	0.492573155333	0.006589058028	4.2214182939e-05	1.08791141539e-06
r	0.484535389444	0.499624475111	0.015454608576	3.40541164963e-05	0.000351423292938
è	0.368542263148	0.59691795837	0.034006389192	6.42072368321e-05	0.000469114676313
s	0.316799491049	0.633826319457	0.0478211957307	0.00129192027228	0.000261029254104
s	0.21931741035	0.729272949819	0.0428247685769	0.00839501209076	0.000189860615355
a	0.12808908345	0.59616752994	0.265801644192	0.00981848186359	0.000123277759105
t	0.118343104483	0.29590685798	0.555266138064	0.0293650907879	0.0011188007597
o	0.117304529828	0.172705133993	0.671198969355	0.0370007240626	0.00179061005323
t	0.0844324429427	0.124081066664	0.690310956452	0.0780602118209	0.0231152887177
a	0.0761565723142	0.105181929555	0.687492465484	0.0925582019403	0.0386107902392
l	0.0675673691047	0.089171595185	0.563629715161	0.187194595313	0.0924367107464
à	0.0464139763682	0.0584919490617	0.33647374172	0.232653717771	0.325966640249
c	0.0455286527894	0.0460931270206	0.285376503907	0.184181685257	0.438820050083
h	0.0746427999298	0.0758718056735	0.358482811302	0.230707895086	0.260294685694
a	0.0791372043099	0.0866283175578	0.313135310434	0.217843461695	0.303255717565
n	0.05855226477	0.0566535915193	0.178920296811	0.197263480565	0.508610372522
a	0.0500418852567	0.0444716238398	0.115990223604	0.143057981855	0.646438280841
</S>	0.0438255746284	0.0412277369199	0.081585903802	0.0936887684275	0.739672025421
