 	vuole	pianto	</S>
e	0.95408455	0.0458345062	8.09839475e-05
t	0.970927903333	0.0286143412	0.000457810600833
è	0.843202474444	0.1560887554	0.000708829243611
l	0.804125544815	0.195156131467	0.00071831725787
i	0.720796998272	0.273604413489	0.00559856088596
k	0.398481179424	0.435650614496	0.165868207295
l	0.385314273141	0.392418004832	0.222267723765
a	0.36467120938	0.389028768277	0.246300015922
m	0.151476164793	0.442747206092	0.405776641974
m	0.241986264931	0.444667318697	0.313346445658
è	0.288487674977	0.372722789566	0.338789556886
n	0.142893283326	0.376599696522	0.480507058962
o	0.0739151261087	0.372073932174	0.554010959654
</S>	0.0539650780544	0.306078476087	0.639956429827
