 	Marika	è	che	si	sposa	domani	</S>
M	0.99229982	0.00599848875	0.001453345827	4.097224665e-05	0.0001937274635	5.9142873415e-07	1.31498965247e-05
a	0.987048476667	0.0123708009167	0.000495178951	1.37446358267e-05	6.72095037667e-05	2.25814880817e-07	4.39006865867e-06
r	0.658061881556	0.308067603639	0.0308963833077	0.00293575431445	3.57505358556e-05	1.42072540272e-07	2.44172028689e-06
ì	0.339197919852	0.61541158788	0.0414476042692	0.00391423045815	2.67167687519e-05	9.5912809424e-08	1.8190141323e-06
k	0.236318521617	0.706759309293	0.0533999365897	0.00323800873938	0.000283551002051	5.8745060808e-08	6.64045080767e-07
a	0.117437565539	0.809476166431	0.0695049231966	0.00317005478979	0.00041095013735	5.41169086027e-08	3.06898623589e-07
è	0.099387298513	0.70353903881	0.189471406732	0.0064110849066	0.00118333043245	6.06842929534e-07	7.15189053786e-06
n	0.157398189504	0.490461579603	0.247845562244	0.0209353863022	0.0832630528108	5.57376729765e-05	4.0396756846e-05
a	0.161757257501	0.301866886534	0.222937007415	0.0635180131007	0.249115920937	0.000111094520992	0.000693801552282
r	0.074856496167	0.168297973845	0.338712859138	0.1804730677	0.226119432146	0.000279249303664	0.0112609498841
m	0.0332274329223	0.142592189615	0.442301463046	0.284789652567	0.079099272432	0.000306148176221	0.017683855628
a	0.0199125591741	0.107323899205	0.377168061015	0.326744794189	0.130515304027	0.00227176656707	0.036063636876
s	0.0157980015247	0.0798043124017	0.275359507005	0.42868425473	0.151919855342	0.00292422379769	0.0455098806253
t	0.0062373795549	0.0813505274672	0.302006672335	0.529488988243	0.0555528737807	0.00148937124123	0.0238742293751
ì	0.016934532765	0.0667730938224	0.238404587445	0.430153496081	0.141563202594	0.0648349447804	0.0413361772917
à	0.0266766709217	0.0443883486075	0.110389199815	0.22547424336	0.208641255865	0.219487121593	0.164943149097
v	0.0386485679739	0.0456451322025	0.0712701639383	0.117871045787	0.141202708955	0.225151172531	0.360211179699
v	0.036975530158	0.146903747401	0.202179714646	0.0984037852623	0.0801277258183	0.0941812968437	0.3412281699
r	0.0131676879193	0.272905402467	0.276088038215	0.211912925087	0.0270818332461	0.0325933135922	0.1662507733
i	0.0049140335731	0.223425974156	0.163922342738	0.232549056696	0.0108615700887	0.0123652008417	0.3519618211
</S>	0.00287524763655	0.135616947078	0.106345006369	0.143285650848	0.00810131784435	0.00841653392085	0.59535931055
