 	vuole	andare	a	Lecce	</S>
i	0.946128385	0.05382943315	2.5533659e-05	1.58886519e-05	7.3945544e-07
t	0.747005608333	0.234972897717	0.0177130013737	0.000307782084567	7.38492013333e-07
è	0.526543209444	0.449396322572	0.0236549827179	0.000404657694416	8.70083337778e-07
l	0.402471919815	0.583523517524	0.013854272166	0.000149353372365	9.65974212593e-07
i	0.259879963272	0.566754275841	0.173248853055	8.69746121217e-05	2.99426803375e-05
n	0.165137401091	0.392470801947	0.434707304352	0.00734094058404	0.000343551698112
a	0.123573398697	0.279752160649	0.521945378117	0.063958044528	0.0107710291827
p	0.133471517899	0.242113490216	0.437085756039	0.170852598176	0.0164766306276
à	0.1125470653	0.175411749072	0.359411492013	0.241582056059	0.111047610443
i	0.0589510424333	0.0915567753573	0.297034487338	0.36163403202	0.190823643481
L	0.0521571288111	0.0697037151191	0.223867799113	0.49782207734	0.156449294494
u	0.0498990882704	0.0598693007064	0.161741233038	0.543020492447	0.185469898165
p	0.0430828080901	0.0481284025688	0.106540464346	0.470097807482	0.332150486055
p	0.0755372426967	0.0390717375229	0.0638520049153	0.497630932494	0.323908052018
ì	0.0789266102322	0.0282339991743	0.0382344094384	0.528812810831	0.325792154006
u	0.0436617447441	0.0274309640581	0.0411102551461	0.378964550277	0.508832461335
n	0.090990850248	0.0586006023527	0.0867280660487	0.303134550092	0.460545920445
a	0.111703080083	0.0738184027842	0.104831676683	0.235215110031	0.474431730148
</S>	0.0784028950415	0.0595929743921	0.0765793603415	0.178424945015	0.606999815074
