 	Valeria	legge	il	giornale	</S>
e	0.8409802	0.1589175485	0.0001012226701	8.61275735e-07	1.7190731e-07
V	0.901574233333	0.0907684751667	0.00765591590343	1.21272880167e-06	1.9638444e-07
a	0.885701777778	0.104120415056	0.0101763891265	1.27763235829e-06	1.47243527e-07
l	0.820812559259	0.132520985019	0.0466621528675	2.87489277716e-06	1.439007656e-06
è	0.56791678642	0.373126645006	0.0589512901558	3.41882430572e-06	1.900774062e-06
r	0.374040318807	0.605448915002	0.0205089308853	1.16131640757e-06	7.09100955333e-07
i	0.357156829602	0.632843158334	0.0099992816951	4.00953636523e-07	3.50804793111e-07
a	0.299749803201	0.646373106111	0.053841653665	2.69762067174e-07	3.52173076477e-05
m	0.272623001067	0.539753148704	0.183271707888	0.000980908345969	0.00337131435422
e	0.216824523689	0.352103169568	0.425120902629	0.00131502765932	0.00463642818474
l	0.176001944563	0.334794989856	0.47656223421	0.00365666843044	0.00898417679491
e	0.156025374854	0.301975203285	0.52688115807	0.00447347284681	0.010644793765
t	0.104222461618	0.173663131095	0.617958506023	0.00831244731894	0.0958434250883
à	0.091724247206	0.130844913698	0.636718655341	0.0105089649396	0.130203153029
o	0.0795926957353	0.103293641233	0.742214565114	0.00962275814653	0.0652762776763
g	0.0701646362451	0.079839992411	0.617688565038	0.0486583543822	0.183648407892
i	0.0748523530817	0.0764821728037	0.410051555013	0.149125411461	0.289488479297
o	0.0881369276939	0.0897882676012	0.318140051671	0.279661410487	0.224273323099
r	0.0733370925646	0.0706351408671	0.23356558389	0.330945476829	0.291516691033
n	0.0380984585215	0.0330317949557	0.138329420297	0.49962646561	0.290913840344
à	0.0241274105072	0.0229292126519	0.107584582432	0.53827542187	0.307083336781
l	0.0276631381691	0.0232053710506	0.103284607477	0.377111490623	0.468735378927
e	0.0305809773897	0.0238220268502	0.0727299404923	0.325746846874	0.547120226309
</S>	0.0329072686949	0.0287656499251	0.0565188672462	0.290621173437	0.591187063154
