 	non	ti	dimentichiamo	mai	</S>
e	0.873775215	0.1258834768	0.0002831874515	5.541508745e-05	2.63855955e-06
s	0.809970765	0.1794095956	0.0104711239182	0.00014692998745	1.57755508333e-06
e	0.602584788333	0.382611681867	0.0146248867061	0.000177873068817	8.05652257777e-07
a	0.326564356111	0.561913260622	0.110614536635	0.000696855622606	0.000211020188349
l	0.202545802037	0.400974553541	0.380796412212	0.0138771954409	0.00180604299612
l	0.316751894012	0.270776294514	0.388230570737	0.021320692647	0.00292052836537
i	0.375193514671	0.399124041505	0.187446348579	0.0359612283823	0.00227487965512
m	0.198418340224	0.427212540502	0.321329874526	0.0463162814608	0.00672297371837
o	0.137362752075	0.310460766834	0.488388091509	0.0519268111536	0.0118615599061
n	0.109558566692	0.241638845611	0.468787080503	0.143027689051	0.0369878059687
ù	0.0633180872307	0.15151210187	0.346495000168	0.373218449684	0.0654563766562
m	0.0524862547436	0.101667970623	0.210629476723	0.495909369895	0.139306946885
e	0.0470032235812	0.070673753541	0.139582658908	0.505718126632	0.237022235628
m	0.0504075981937	0.0732550145137	0.116743979636	0.545530125544	0.214063278543
à	0.0472761753979	0.0696555858379	0.103805014545	0.510431315181	0.268831912848
i	0.032562387466	0.0408879836126	0.0590460541817	0.491108278394	0.376395287616
</S>	0.030911015733	0.0356420728063	0.0492755890909	0.505462189197	0.378709108808
