 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.390206895	0.6054369	0.00429514579	6.09640212968e-05	4.060998905e-08	1.685024235e-08	5.2076912e-09	6.997261365e-09
p	0.369584011667	0.520746096333	0.00256503769	0.107099858425	4.73590615238e-06	2.0999449835e-07	1.45830775333e-08	5.79950369833e-09
e	0.427393637222	0.427460261778	0.00231474909667	0.142824700795	6.31457757313e-06	2.76067293283e-07	1.82400041778e-08	5.31084759944e-09
t	0.338776665741	0.580971220593	0.00373409739889	0.076464279585	5.09481030467e-05	2.65527870159e-06	1.18649821059e-07	7.96358756648e-09
à	0.265238761914	0.537708260198	0.1418789197	0.0551045337617	6.59086357089e-05	3.45951614286e-06	1.52165502853e-07	1.81633441888e-08
c	0.205509373971	0.548593553399	0.1978647719	0.0479811218206	4.9407903263e-05	1.58289792329e-06	1.47814883451e-07	3.23706430629e-08
i	0.16213081799	0.4617542178	0.252777722633	0.123291685274	4.43901386877e-05	9.57011677763e-07	1.50260355484e-07	2.89815700876e-08
a	0.09348554433	0.244688649267	0.359795424211	0.301881938425	0.000146211643829	1.96612186259e-06	7.44802561613e-08	1.37690122429e-07
k	0.197263826443	0.206088173089	0.22217936647	0.368478592808	0.00120941789461	0.00472692030785	3.78027362954e-05	1.58166332008e-05
è	0.222005987814	0.17652240103	0.23793931389	0.353339630936	0.0036446495982	0.00645704397595	6.84875754318e-05	2.23941638336e-05
c	0.096214494938	0.0955316853433	0.342296077963	0.458281163645	0.00510494863273	0.00248806483198	5.73288374773e-05	2.61954160445e-05
c	0.0679714099793	0.0723737547811	0.216241298988	0.638929621215	0.00340601619091	0.00101534787133	3.55783917491e-05	2.69616256815e-05
i	0.0576231796598	0.054889633927	0.201283849329	0.629256207072	0.0237960487103	0.0325085952511	4.70369875064e-05	0.000595428872227
a	0.0422711712199	0.0440544929757	0.273747419776	0.419011635691	0.122447576237	0.094916978417	0.000871590802502	0.00267911519074
u	0.06538097174	0.0670657429919	0.196055419925	0.283998631897	0.266170448746	0.108978909472	0.00333670473417	0.00901315229691
s	0.202842011913	0.0921929943306	0.0917042781417	0.301582017299	0.232225731582	0.065376156824	0.00344089022806	0.0106359685323
e	0.223237775304	0.0748410667769	0.0590911428806	0.2808470541	0.224720425861	0.123187055941	0.00447441072602	0.00960111927743
n	0.102002223101	0.052039912259	0.0663439109602	0.151969618033	0.382650981954	0.18783530198	0.020320709242	0.0368373547591
d	0.0650632927003	0.0414670250863	0.0414586746434	0.375111511011	0.299149344451	0.11167871489	0.022400610014	0.0436708319197
ì	0.0434139359001	0.0290287635288	0.0285004438711	0.438247354337	0.180688178617	0.124522252527	0.0684488292713	0.0871502276399
n	0.0252920796334	0.0213036966763	0.071486303957	0.206398628779	0.186106119539	0.231246890842	0.0859122810904	0.172253992547
n	0.0181566518778	0.0296931162254	0.071412363869	0.409564869593	0.109654902846	0.181925576181	0.0309485980635	0.148643936182
u	0.0180518432926	0.0343820524085	0.0360965655063	0.442181544198	0.0828548439487	0.17861200796	0.0339244657212	0.173896707394
n	0.0484684727642	0.0444453004695	0.0462508935021	0.201226187733	0.176444497983	0.21445710732	0.0483446619071	0.220362909131
e	0.0571902442547	0.0460251628232	0.045248775834	0.117004511244	0.181032202661	0.145250333773	0.149992983969	0.258255786377
i	0.0408837570849	0.0371095199411	0.037131938278	0.0616492170813	0.102577917554	0.120717049924	0.334608114656	0.265322468792
g	0.139829371362	0.0521108433137	0.028662554426	0.148888369027	0.0644569138513	0.0937717519747	0.293710791552	0.178569418264
e	0.164200009121	0.0484954394379	0.017517132142	0.169618543009	0.0517154026171	0.0946727573249	0.225660123851	0.228120594755
n	0.064253298707	0.0267066864793	0.0164770213807	0.0693121276697	0.082370047539	0.134114459108	0.284647101284	0.322119254918
i	0.0315399209023	0.0200652971598	0.0165664811269	0.0362551542232	0.0861714041797	0.134583019703	0.306237280428	0.368581458306
t	0.0287295019674	0.0232053027199	0.0139932286423	0.0318121430744	0.0610193637266	0.113123119901	0.308464416809	0.419652912769
ò	0.0286749579891	0.0251164529066	0.0139163904808	0.0310666650248	0.0496462829089	0.0974425866337	0.304752065603	0.449384564256
r	0.0241276949964	0.0227584336355	0.0183953514936	0.0255321070083	0.0459592619696	0.0850327822112	0.311002111868	0.467192214752
i	0.0286755963321	0.0284797722118	0.0254593751645	0.0299927370028	0.0449381149899	0.0712408690704	0.258155250623	0.513058264917
</S>	0.0336015516661	0.0341647836059	0.0317727025822	0.0350833885014	0.0447938989949	0.0608883170352	0.207768335311	0.551927032458
