 	vuole	vuole	mangiato	caldo	</S>
t	0.988759025	0.011070629	0.000170183605	2.14618218e-07	2.3522273682e-08
è	0.944153345	0.0556537596667	0.000192698591667	1.52189838e-07	9.95372880153e-08
l	0.902090045	0.0969747698889	0.000934898660556	1.51828436e-07	1.26104480672e-07
i	0.663991755	0.322816619963	0.0131914476869	1.15900286667e-07	5.22232088907e-08
t	0.333568825	0.615015839988	0.0512286145623	0.000175870015267	1.08906651603e-05
è	0.200683255	0.640632326663	0.158412131521	0.000257209741756	1.51292202534e-05
l	0.153478728333	0.646163555554	0.200230787174	0.000120987729919	5.9546309378e-06
i	0.124639684111	0.506424995185	0.368450352391	0.000397699639306	8.72503739659e-05
f	0.11401329937	0.362485325062	0.452714590797	0.0657448177131	0.00504195906466
a	0.118646966457	0.311233551687	0.466045856932	0.0956644032377	0.00840923125489
m	0.0856732261523	0.172487430562	0.440413405644	0.276111865079	0.0253141136516
è	0.0688314860508	0.113287280187	0.323137845215	0.38601562836	0.108727786551
n	0.0723006253503	0.100117433396	0.438404945072	0.231109089453	0.158067902184
o	0.0592301551168	0.077061531132	0.369535391691	0.331846219818	0.162326680728
t	0.0432423017056	0.0512234993773	0.173556263897	0.558960973273	0.173016913576
r	0.0406249905685	0.0443519654591	0.083646971299	0.717701357758	0.113674651859
e	0.0365820208562	0.038213342153	0.0505253127663	0.652846309253	0.221832971286
m	0.0296208939521	0.0313519393843	0.0526023622554	0.537821116418	0.348603667095
m	0.052150810984	0.0293452071281	0.0414793417518	0.662072062139	0.214952546365
ò	0.0602778669947	0.028780545376	0.0329192939173	0.590347454046	0.287674812788
</S>	0.0449666934974	0.029540113688	0.0371228989587	0.425818327023	0.462551956394
