 	hai	già	mangiato	</S>
ì	0.9800569	0.019796134	0.000139462065	7.422724e-06
s	0.8937789	0.0712938353333	0.033575483775	0.00135171324133
e	0.5843284	0.368707118444	0.045105672925	0.00185877109378
g	0.5302871	0.451616967481	0.0168882880417	0.00120763641126
i	0.53727043	0.445002140494	0.0151185280806	0.00260892973709
à	0.265858847667	0.442771153498	0.266454326027	0.0249157151457
f	0.192358240222	0.224613194499	0.466611008676	0.116417577049
a	0.171913863407	0.136390254833	0.365266056225	0.32642983235
m	0.200802887802	0.180595234944	0.265838672075	0.352763184117
è	0.199526270934	0.182375193315	0.238292340692	0.379806174706
n	0.101265708645	0.101052522772	0.325665913564	0.472015861569
a	0.0808634995483	0.0848684875907	0.313789664521	0.520478370523
</S>	0.0744263797741	0.0767873687954	0.23174519726	0.617041085262
