 	sicuramente	stanno	ancora	svegli	</S>
s	0.99944293	0.00053332742	1.6852698375e-05	6.243344411e-06	6.169818115e-07
i	0.99889604	0.00109544594	6.071823175e-06	2.19442931767e-06	2.132907835e-07
k	0.960387923333	0.0377273345467	0.00172252230253	0.000158879413013	3.32205693317e-06
u	0.900579741111	0.0969084848489	0.00229582779718	0.000211558696138	4.37201666772e-06
r	0.72431566037	0.26965238495	0.00533461519539	0.000627398903846	6.99432985792e-05
a	0.439136633457	0.55365095165	0.00635444406613	0.000766092662482	9.18715217597e-05
m	0.275990737819	0.709143493883	0.0138757633564	0.000550016265361	0.00043998058282
è	0.187584479273	0.793991201294	0.0173653647855	0.00050131843512	0.00055765022644
n	0.112282816424	0.877918250431	0.00935627449517	0.000251680638373	0.000191008453313
t	0.128082528808	0.86443161681	0.00688040466506	0.000156511870791	0.000448981596771
e	0.131984111269	0.83261689227	0.0326092904884	0.00220233131826	0.000587402038924
s	0.0871034527563	0.856948960757	0.0518211678295	0.00294415240275	0.00118229461964
t	0.168341904919	0.795404263586	0.0297886548098	0.00111035558425	0.00535485187321
è	0.204608679973	0.736698701195	0.0445323941366	0.00681278384808	0.00734747029107
o	0.106556937324	0.603575570398	0.228402099379	0.056077171616	0.00538824643036
n	0.179753644775	0.405904480133	0.341120433126	0.068022835872	0.00519859894345
e	0.212674980925	0.271780930044	0.374145344375	0.128079533957	0.0133191741145
a	0.0971579043083	0.137203642681	0.446016401458	0.285880211319	0.0337418177048
n	0.0839631494361	0.11949864356	0.462561220486	0.26967197544	0.0643050169016
k	0.239136719812	0.101199027187	0.323308837995	0.131635704147	0.204719722301
ò	0.255292969937	0.0624397183957	0.234451350498	0.105462068716	0.342353880767
r	0.123050143312	0.0967083527986	0.430838956833	0.0996506452387	0.249751895922
a	0.0962996577707	0.1129077276	0.415246915611	0.24722052408	0.128325189307
a	0.0646395392569	0.0730621975333	0.215585095204	0.414636208027	0.232076964769
t	0.0410900197523	0.0508212618444	0.136227111735	0.284328666009	0.48753294159
s	0.0911959265841	0.0372768413815	0.0773121831783	0.114100398103	0.680114657197
ù	0.111779565528	0.0321557995605	0.0836358436594	0.193042798801	0.579386015732
n	0.0661778185093	0.0453846058535	0.194447637886	0.338565226267	0.355424765244
n	0.0867358228364	0.0802898119512	0.218874932629	0.242016785422	0.372082678415
i	0.0878784666121	0.0825794059837	0.14132754921	0.197412435141	0.490802142805
t	0.110415624537	0.153255550661	0.0736792024033	0.174375206714	0.488274430935
i	0.131333344846	0.189554648887	0.0410008618011	0.090312817238	0.547798346978
</S>	0.097095067423	0.126145397444	0.0405962209005	0.092868273619	0.643295053489
