 	mi	si	gonfiò	il	dito	</S>
m	0.84331	0.1207631602	0.035869753	4.8541909e-05	7.77750875e-06	8.149745e-07
u	0.545311828667	0.4133875334	0.0412710596667	2.65216062e-05	2.77125834667e-06	2.89492421267e-07
p	0.316198704889	0.527848591133	0.140617671889	0.0148246496926	0.000509797972712	5.76113661689e-07
r	0.32695975163	0.371977130378	0.278113793963	0.0221574248975	0.000791129467571	8.10306480563e-07
ì	0.255403180543	0.373059210126	0.341263627988	0.0298342869658	0.000424940642524	1.48126070869e-05
s	0.147340351848	0.401123993375	0.393742889329	0.0519615503219	0.00468868905751	0.00114256111703
t	0.261250328949	0.364831447792	0.325189916443	0.0406665735406	0.00655709661917	0.00150464022934
i	0.281097211316	0.243721350931	0.176201616814	0.184453357947	0.110975290806	0.00355115893345
t	0.135478125439	0.13681351031	0.114324020271	0.284374519316	0.268844840269	0.0601649759778
o	0.0854706284797	0.0968426584367	0.0903362440903	0.234429883105	0.396016613423	0.0969039886593
d	0.0512678154932	0.0589478128122	0.0568738553634	0.180131171035	0.501221917808	0.15155745622
à	0.0327071534977	0.0385127196041	0.0383338684545	0.121515427012	0.483760792603	0.28517005874
t	0.0256104708326	0.0291038585347	0.0294250721515	0.148826179004	0.400530584201	0.366503842913
t	0.145945257611	0.0486834878449	0.0365769953838	0.141522659668	0.365248524734	0.262023073138
i	0.18618131587	0.0545630042816	0.0380611557946	0.094137737556	0.361180971578	0.265875809879
l	0.07814140829	0.0348450614272	0.0293996959315	0.058546666852	0.399931277193	0.399135886626
o	0.0446135180967	0.0306858748091	0.0289166889772	0.0442780456173	0.381954549064	0.469551328875
</S>	0.0384879375484	0.0316557789045	0.0307852319886	0.0449560528086	0.319623349532	0.534491664437
