 	è	che	è	entrato	da	qui	</S>
è	0.965758205	0.031073207	0.0006798434	0.00243452901	4.82603687e-05	4.7062611945e-06	1.2511302065e-06
n	0.723699011667	0.095466304	0.1303867736	0.05020493211	0.000240220192033	2.32013946117e-06	4.52112133167e-07
a	0.377740877222	0.258302718	0.292982144533	0.0706667930367	0.000305775195144	1.51723586829e-06	1.74370396156e-07
m	0.195059259074	0.347390422667	0.280060611511	0.175275496679	0.00184812407618	0.000358993334404	7.09171449049e-06
b	0.0859482348247	0.220085831889	0.166870733837	0.524203538893	0.00240370229206	0.000478520540901	9.4378115835e-06
ì	0.0467740310749	0.11849429163	0.228794831279	0.594594612964	0.0111742598974	0.000163716736067	4.28756474783e-06
k	0.0732683246916	0.09603930221	0.26653322376	0.549611794321	0.0143894681658	0.000155275485022	2.67070371928e-06
e	0.105664101564	0.0897436457367	0.166752354587	0.497568754774	0.139914392255	0.000333479141674	2.33169865764e-05
a	0.091974447188	0.0887129385789	0.122892676529	0.247138310925	0.261019970752	0.184543017681	0.00371867867753
p	0.072557372396	0.12853719286	0.0981285951763	0.219586702975	0.169923938584	0.30478721256	0.00647901189251
ò	0.0571139784653	0.132781709287	0.0804083877254	0.203506758658	0.123994981195	0.306848534187	0.0953456586308
t	0.0360691831551	0.0613418850957	0.0458163652418	0.091568903886	0.151064587065	0.434967001396	0.179172072877
t	0.034000268385	0.0573293286986	0.0393552030806	0.192975814629	0.142068169022	0.416466180465	0.117805050959
u	0.032944612795	0.0557951128995	0.0363356573602	0.22379450721	0.109447948341	0.329937560155	0.211744626986
</S>	0.0315630493975	0.0430802714498	0.0335905781801	0.127717887105	0.0788384021705	0.324112110077	0.361097733493
