 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.93295848	0.066977987	4.8316515e-05	1.4773274075e-05	1.95083572e-07	2.056865525e-07	1.5883399e-08
m	0.861731206667	0.110839735667	0.0256487054363	0.00177788433607	1.62458930533e-06	8.16885950833e-07	9.59605163333e-09
à	0.642956635556	0.320277361889	0.0343970646321	0.00236593936262	2.08103891044e-06	9.27619721611e-07	7.02863917778e-09
k	0.606236898519	0.37855523863	0.014302791364	0.000904031651473	7.6489893548e-07	3.2831123987e-07	6.14695545926e-09
i	0.535866111173	0.439686210877	0.0240070941213	0.000440173725158	3.16057663393e-07	1.24002390957e-07	3.36429131975e-09
n	0.273532022058	0.572620653626	0.149175904707	0.00466944900305	4.76769782698e-07	1.56346837999e-06	3.10450687325e-09
a	0.159268126353	0.427148491209	0.367102034902	0.0464779333343	6.09911840899e-07	2.86404676e-06	4.79381795775e-09
t	0.109235257784	0.289326980403	0.499108911634	0.101466092778	0.000412105196494	0.00044877375522	1.89927880265e-06
è	0.0933718282613	0.201130566801	0.526454250545	0.177885080926	0.000551473935065	0.00060406859874	2.76023156755e-06
l	0.0625227607538	0.1714569456	0.559301063515	0.206296376975	0.000190461448255	0.00023117696658	1.22630693585e-06
i	0.0552804369179	0.141338131867	0.475751094505	0.325903508992	0.000140452899752	0.00157996864219	6.42762319195e-06
s	0.0536258039726	0.0980517056223	0.398857288168	0.444120836331	0.00212909878325	0.00316866188073	4.65801887307e-05
t	0.0904613853242	0.0679033948741	0.400025792723	0.395427578777	0.0431778499277	0.00293878586024	6.51627889102e-05
i	0.104971382441	0.0518096662914	0.299494344241	0.432069026259	0.0559558165092	0.0556030131867	9.67386856367e-05
a	0.0691974908137	0.0565520647638	0.20296488808	0.48498282542	0.0249477693697	0.158943991062	0.00241097338855
m	0.0619165896046	0.0586651275879	0.15607365936	0.42484017514	0.143531997123	0.142692344687	0.0122801413295
m	0.0876295065349	0.0469373065293	0.114859076453	0.303578881713	0.364292725708	0.0564557318957	0.0262467911098
è	0.088276890845	0.0373181955098	0.0858310638177	0.245282987238	0.319302550569	0.194836946632	0.0291513590366
n	0.0521280502817	0.0386221725033	0.101779599606	0.287884149079	0.127129442523	0.362454935544	0.0300016440122
i	0.0321947434272	0.0304663901678	0.0903259955353	0.24450707436	0.117825774508	0.428748245181	0.0559317656707
a	0.0277300254757	0.0276110897226	0.0526418635118	0.131785192787	0.173418754836	0.51241209506	0.0744009938902
t	0.0332790841586	0.0353884605742	0.0482310985039	0.0969688175957	0.335693614945	0.368073108353	0.0823658546301
t	0.0298174087195	0.0291351224914	0.0373950267346	0.0650300768652	0.640513601648	0.134259217784	0.0638495564434
o	0.0199422202398	0.0164606521305	0.0217530078115	0.0363284766217	0.593862757216	0.170361410928	0.141291480381
m	0.0229435667466	0.0250735887102	0.0276595322705	0.0448405555406	0.454871735739	0.223838983643	0.200772071794
e	0.0245029355822	0.0284689229034	0.0297467340902	0.0456041795135	0.402162791913	0.221472174548	0.248042275598
k	0.0276853928607	0.0304017899678	0.0317538180301	0.0429142508378	0.312281243971	0.205039716849	0.349923765199
k	0.0261717592869	0.0243975328559	0.02788386801	0.0351375603793	0.54604100799	0.100024003283	0.240344248866
à	0.0189368817623	0.014347373152	0.0184152750033	0.0224276725598	0.556045305997	0.133739146761	0.236088343422
n	0.0206667325874	0.0190015597173	0.0220027820011	0.0312717278533	0.352910615332	0.281689055587	0.272457511141
i	0.0239630148625	0.0232524545724	0.0256615103337	0.0354568952844	0.259867361777	0.296380245196	0.335418483714
k	0.0475570649542	0.0587006325241	0.0557012064446	0.0645903797615	0.227326400592	0.182270430399	0.363853851238
o	0.0567350709847	0.0718408661747	0.0670034021482	0.0753600152538	0.210880306864	0.129360072133	0.388820273746
</S>	0.0435235994924	0.0511168810873	0.0488914810741	0.0538590606269	0.141546493432	0.136777896066	0.524284636873
