 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.961441675	0.03849584425	3.91792807e-05	1.873710135e-05	4.1316781e-06	3.04651953e-07	5.5495204e-08	1.36056173e-08	1.333079205e-08	1.416788065e-08	1.219442072e-08	1.2631961455e-08
ì	0.924493668333	0.07545918675	3.80211920333e-05	7.41665078333e-06	1.48191586667e-06	1.23005499667e-07	2.66612681667e-08	4.94387042333e-09	5.55813448333e-09	5.23330705e-09	4.29785451e-09	4.29638381933e-09
o	0.669709212778	0.33002187425	0.000213323092011	5.47609163611e-05	6.02303035557e-07	1.05854959889e-07	1.28467149556e-08	1.92352592911e-09	2.64038039444e-09	1.96368533e-09	1.635719969e-09	1.45252388911e-09
ì	0.350705337593	0.648868441417	0.000348548237337	7.71804624537e-05	3.19548576519e-07	8.9300328963e-08	1.40978013852e-08	2.75453054104e-09	2.82151999815e-09	1.90747882333e-09	1.11763579867e-09	5.25883408037e-10
s	0.228947332531	0.743531330472	0.0177942518691	0.00972042117782	6.35422144351e-06	2.60467221988e-07	3.03015467951e-08	5.86210974701e-09	3.73900149938e-09	2.69452504111e-09	1.38887329956e-09	3.53291136012e-10
s	0.38737947751	0.575333133491	0.024319628023	0.0129436826586	1.97803894812e-05	4.06897974066e-06	2.16671933598e-07	1.93461625823e-08	3.53129413313e-09	2.96008588037e-09	9.8930944652e-10	5.55751685337e-10
e	0.440131212503	0.538967214497	0.0145526890743	0.00632464441887	1.87695207271e-05	5.17015380355e-06	2.78997931199e-07	2.20419946608e-08	3.26841007771e-09	2.96448262679e-09	8.41943895507e-10	5.69214655112e-10
r	0.237802127501	0.633229251499	0.0959900453581	0.0329058254063	6.80337144757e-05	4.38221882452e-06	3.045421204e-07	8.83944168693e-09	1.90029220924e-09	2.00052505226e-09	7.47774599836e-10	2.78349268937e-10
e	0.1632201425	0.5043515605	0.273147985119	0.0591743804688	0.000100033398159	5.06579867484e-06	7.97969163467e-07	5.63834972898e-09	2.37044475308e-09	2.12697876075e-09	1.06647823461e-09	2.99813380212e-10
k	0.145833904167	0.341987490167	0.430458968373	0.0789255088229	0.00210597390272	0.000653837835958	3.42310062878e-05	9.26370140763e-08	7.54889891769e-09	4.48453742025e-09	1.91643884487e-09	3.12496208737e-10
a	0.122406524722	0.223537620056	0.516875526124	0.132660436274	0.00355824060091	0.000892184258653	6.92545754293e-05	1.73795198025e-07	3.87499526392e-08	1.09592129734e-08	2.40540648162e-09	5.45127818246e-10
s	0.076958314574	0.155891413352	0.498994725375	0.250493882091	0.00927066516697	0.00798329083288	0.000399338838476	7.51974101601e-06	7.28907417546e-07	7.27442519911e-08	1.04845562939e-08	6.34118144082e-10
ì	0.0612214911913	0.127958197784	0.392515941792	0.39359285403	0.0126400820557	0.0114582002776	0.000597477512825	1.41122803387e-05	1.28165183918e-06	2.89102533997e-07	3.7721780098e-08	4.40940608603e-09
