 	sul	muro	vuole	uno	specchio	</S>
a33	0.13566223	0.03631297	0.05357178	0.04264415	0.15465716	0.5771517
a31	0.26892054	0.089015104	0.07131471	0.015892398	0.31229025	0.242567
a23	0.10962417	0.00146167	0.019757628	0.00091932167	0.86822677	1.05041245e-05
a31	0.043881226	0.024053954	0.4208526	0.17651695	0.33322483	0.0014704916
a28	0.8524104	0.04051305	0.026089003	0.007016733	0.06290416	0.011066614
a31	0.19472538	0.044019252	0.41315815	0.21215579	0.12571853	0.010222827
a39	0.20245847	0.045637183	0.3692178	0.1368906	0.23163107	0.01416484
a31	0.43246427	0.13196763	0.13527958	0.050394908	0.15379336	0.096100375
a41	0.17344719	0.055290166	0.35944578	0.14342928	0.18658723	0.08180035
a37	0.51835126	0.057102088	0.12578674	0.03900811	0.044555202	0.21519667
a41	0.40814018	0.038713105	0.14661035	0.088959634	0.039385725	0.278191
a31	0.23273797	0.029491667	0.18517657	0.22175546	0.062313464	0.26852483
a37	0.13617918	0.030958107	0.27724388	0.28642344	0.11888026	0.15031514
a18	0.5739391	0.08260858	0.12131042	0.092457235	0.07665457	0.053030066
a31	0.26792178	0.15337753	0.18030836	0.12511197	0.15997791	0.1133025
</S>	0.03479397	0.09078476	0.24329439	0.32857823	0.12941171	0.173137
