 	possono	essere	ancora	svegli	</S>
a31	0.19965278	0.097786166	0.15616232	0.26793602	0.27846274
a20	0.6853894	0.008281064	0.117584854	0.17922795	0.009516768
a23	0.10444791	0.06449612	0.43487912	0.2962411	0.09993576
a31	0.26686484	0.07889074	0.4397177	0.17858186	0.0359449
a20	0.6392336	0.094164655	0.10879357	0.095121205	0.062686875
a11	0.9212454	0.0075961114	0.012778532	0.017655391	0.04072458
a20	0.7934202	0.023594331	0.032115076	0.042008284	0.10886211
a31	0.6476909	0.017653594	0.028914295	0.055182558	0.25055867
a37	0.47544268	0.021037517	0.107428886	0.17990816	0.21618277
a31	0.58325136	0.09852115	0.054607015	0.0855379	0.17808257
a11	0.6792617	0.13944452	0.08855386	0.048858963	0.043881007
a46	0.4948813	0.12119402	0.10949844	0.12720613	0.14722012
a31	0.2876455	0.16688116	0.1647819	0.17981282	0.20087865
a46	0.34487352	0.40489343	0.12620021	0.065002955	0.05902983
a31	0.24533884	0.18943243	0.18512014	0.18794392	0.1921647
a20	0.36615616	0.38755172	0.16664068	0.047532104	0.032119345
a28	0.2818635	0.18753217	0.17810816	0.17720713	0.17528899
</S>	0.23716749	0.3522453	0.15564804	0.13070083	0.12423838
