 	forse	stanno	ancora	svegli	</S>
a31	0.45760694	0.08527071	0.033390325	0.098764375	0.3249676
a10	0.48153695	0.085725725	0.110334225	0.25970235	0.0627007
a20	0.013218218	0.62777704	0.16129258	0.1335836	0.06412859
a31	0.12326095	0.34846154	0.3272084	0.182405	0.018664097
a18	0.057216905	0.81599694	0.09671725	0.026596356	0.0034724711
a31	0.7253809	0.12514736	0.038481083	0.034794282	0.076196395
a35	0.2301991	0.32846695	0.2841246	0.10805649	0.049152832
a31	0.4827499	0.13778356	0.028376358	0.05321156	0.29787856
a10	0.22365084	0.25293848	0.12929335	0.1128629	0.28125444
a20	0.05424861	0.6323079	0.13928536	0.10752714	0.066631034
a29	0.16390201	0.38095716	0.12096308	0.14142933	0.19274841
a20	0.21518642	0.42412847	0.11002204	0.10175065	0.14891236
a31	0.28430867	0.32746765	0.08829725	0.091459796	0.20846657
a28	0.019011423	0.75731707	0.15690514	0.047538146	0.019228188
a8	0.13696754	0.28794864	0.15758854	0.23737657	0.18011875
a21	0.20719676	0.32544133	0.15539469	0.15445265	0.15751457
</S>	0.19419532	0.22899178	0.19684905	0.19084577	0.18911804
