 	Valeria	legge	il	giornale	</S>
a31	0.5826554	0.021702284	0.012359836	0.19230689	0.19097565
a39	0.82658553	0.053721707	0.036359567	0.039804693	0.04352853
a8	0.09580436	0.055145986	0.8141187	0.005700074	0.029230915
a31	0.22102816	0.2603514	0.31129566	0.031145765	0.176179
a11	0.23788086	0.67266876	0.077917576	0.0052478053	0.0062849945
a13	0.7613388	0.22243533	0.0024489502	0.0067091733	0.007067807
a31	0.47404888	0.5023901	0.009464279	0.007972716	0.006124004
a18	0.25592372	0.6560632	0.05539824	0.017749285	0.014865596
a37	0.89603484	0.078344844	0.0013849902	0.012725302	0.011510132
a11	0.6889963	0.27325448	0.007442093	0.015605256	0.014701839
a41	0.8241508	0.12962255	0.005057872	0.022199335	0.018969381
a14	0.81810457	0.117379054	0.007921473	0.0291605	0.027434437
a31	0.83581567	0.07669345	0.007940339	0.039686777	0.03986362
a35	0.8144893	0.072849095	0.035810813	0.031577263	0.045273513
a31	0.8114379	0.0973972	0.010213931	0.040524527	0.040426325
a41	0.34434474	0.3914505	0.07267589	0.1001699	0.091358945
a31	0.5132761	0.22290285	0.08123701	0.093956605	0.08862743
a35	0.08874348	0.48101175	0.1734318	0.15114877	0.10566425
a31	0.3656367	0.22934441	0.13614799	0.13610566	0.13276525
a8	0.06915724	0.40336317	0.20756307	0.17760517	0.14231128
a20	0.27869058	0.21443439	0.17037313	0.16857074	0.16793117
a31	0.25961503	0.21682836	0.17601714	0.17464602	0.17289339
a37	0.04302046	0.34367812	0.25604567	0.20823713	0.14901862
</S>	0.31683108	0.22729047	0.15649971	0.14996701	0.1494117
