 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.037324794	0.04490951	0.23692851	0.12356519	0.17778087	0.12015956	0.2593316
a20	0.15272532	0.069809884	0.47222555	0.1167264	0.123752475	0.023106989	0.041653354
a31	0.047356706	0.08533903	0.3499472	0.03383302	0.32832077	0.11270184	0.042501315
a37	0.07920634	0.01933165	0.1651227	0.09082178	0.504652	0.06931499	0.07155055
a31	0.025291286	0.1207046	0.24873611	0.024881497	0.4962201	0.07079088	0.013375473
a30	0.31889987	0.41363513	0.12573828	0.0058125155	0.10241283	0.024486732	0.009014646
a13	0.118665956	0.32280016	0.36891067	0.012797151	0.07509542	0.01852838	0.08320228
a20	0.34078965	0.41468856	0.09702839	0.010928192	0.08625827	0.024538912	0.025767917
a41	0.54593074	0.19332723	0.065317705	0.03934857	0.026527248	0.03782188	0.09172666
a33	0.30818647	0.10702527	0.10501208	0.107483104	0.044290885	0.07803061	0.2499715
a31	0.17918617	0.05022389	0.09701241	0.11239221	0.05029339	0.09300064	0.4178913
a41	0.11120396	0.37906626	0.20777139	0.012145086	0.15029688	0.11979421	0.019722184
a0	0.48298767	0.050938286	0.027960526	0.034592755	0.12956662	0.2113267	0.06262744
a31	0.27468264	0.077430815	0.06538686	0.070809096	0.18025573	0.21146104	0.119973876
a24	0.1472243	0.24139568	0.16487427	0.05991578	0.2364956	0.10083369	0.049260754
a31	0.30343875	0.08831245	0.07075184	0.07146878	0.13400653	0.25186828	0.08015337
a20	0.1372653	0.3465241	0.09286807	0.039087266	0.09968897	0.09237519	0.19219108
</S>	0.21032062	0.13353834	0.12364348	0.12041699	0.13338813	0.15652166	0.12217083
