 	deve	che	entra	da	qui	</S>
a31	0.022991499	0.11238065	0.017900096	0.21389852	0.2179202	0.41490906
a21	0.021096507	0.05557967	0.006423967	0.07414068	0.42895117	0.41380796
a31	0.13787732	0.5797256	0.024412306	0.08706775	0.032016158	0.13890086
a20	0.07633098	0.897328	0.01162891	0.0016869211	0.005558026	0.0074671046
a11	0.00061749667	0.9925997	0.00012040951	0.0038667077	0.0014380413	0.0013576022
a31	0.29556203	0.5562582	0.011209154	0.022932798	0.077051684	0.036986098
a37	0.06527571	0.27335665	0.032512452	0.39250228	0.16088119	0.0754717
a31	0.103736356	0.08120042	0.017194482	0.12669285	0.41713914	0.25403666
a8	0.12720056	0.11308943	0.06950699	0.48632595	0.12501752	0.0788596
a31	0.3913206	0.14847814	0.10691317	0.11267904	0.12670732	0.113901645
a46	0.18389212	0.15221599	0.14561832	0.33655298	0.11957418	0.06214642
a31	0.26395884	0.15587167	0.14270698	0.14547472	0.14749782	0.14448999
</S>	0.21660848	0.1585464	0.17807807	0.26962093	0.118215844	0.058930255
