 	la	pasta	vuole	sale	</S>
a8	0.27105695	0.15226741	0.09003067	0.115460195	0.3711848
a31	0.06334965	0.36613876	0.31456742	0.18555345	0.07039081
a28	0.17086808	0.6970324	0.10839492	0.023698207	6.4276455e-06
a20	0.082142085	0.55832195	0.16295123	0.1908962	0.0056884782
a31	0.15061846	0.45323107	0.23934536	0.1510866	0.0057184324
a11	0.2635163	0.6205797	0.07311906	0.025448328	0.017336585
a18	0.59991354	0.29100615	0.06652383	0.02462598	0.017930463
a15	0.6152281	0.23260319	0.074128725	0.02983389	0.048206132
a31	0.25316846	0.13557024	0.09863763	0.0652241	0.44739953
a20	0.10835296	0.5792577	0.12671465	0.085744	0.099930674
a6	0.40929663	0.33615014	0.11130308	0.08908842	0.054161675
a20	0.3592731	0.30495182	0.13005559	0.11260225	0.09311723
a21	0.40284595	0.29157487	0.11301581	0.10238344	0.090179875
a20	0.41299275	0.27702177	0.11314652	0.105938345	0.090900704
a0	0.4260153	0.26695788	0.11103145	0.10467269	0.09132275
a31	0.4361805	0.23989919	0.11318102	0.10882229	0.101917
a39	0.04982766	0.7147418	0.13311246	0.08637393	0.015944082
a31	0.41242158	0.30198857	0.12222357	0.103822045	0.05954429
a35	0.04461429	0.29581547	0.35931438	0.26935744	0.030898465
</S>	0.27705204	0.19837478	0.1789202	0.17678581	0.16886726
