 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.010958654	0.014703985	0.039209057	0.045595	0.15040232	0.106065765	0.21827093	0.29531604	0.03004268	0.06487059	0.015795186	0.008769841
a24	0.114368185	0.06329958	0.06288598	0.043998223	0.026743878	0.021892488	0.058022626	0.0042935396	0.00035815872	0.0030550053	0.57503796	0.026044428
a31	0.04995567	0.06217048	0.11491283	0.14104015	0.20194803	0.12657535	0.12056982	0.042931333	0.0331897	0.013024783	0.07708881	0.016593164
a28	0.01981646	0.005594825	0.0076617966	0.020269541	0.29692867	0.029031647	0.011147828	0.06929809	0.014809641	0.002518913	0.52108866	0.0018339528
a15	0.20796177	0.1824985	0.37798414	0.09027225	0.047550403	0.025042586	0.027235601	0.009331307	0.005632242	0.002460122	0.01778682	0.0062442548
a28	0.13500027	0.036600463	0.020233564	0.0076899226	0.01901333	0.026624281	0.054088417	0.0020225835	0.0021323091	0.00089650316	0.6603794	0.035319004
a31	0.10949941	0.052552674	0.031761322	0.021070253	0.04077647	0.04473054	0.07582814	0.0059318463	0.0035452645	0.002558658	0.57748187	0.034263566
a8	0.005065657	0.003466798	0.0026994043	0.0018894692	0.0064279176	0.004316611	0.004060727	0.0015852855	0.00040316378	0.0002713801	0.9664828	0.0033307076
a31	0.19867958	0.18374595	0.0676128	0.025763659	0.17523165	0.19181427	0.08140461	0.0019606717	0.00705618	0.01038073	0.042795878	0.013554011
a33	0.021858368	0.024135526	0.031393457	0.03299618	0.0773663	0.05203796	0.065487765	0.028515428	0.017827474	0.012842998	0.59071624	0.044822324
a20	0.1604695	0.16082738	0.107923746	0.030531304	0.17230384	0.21132217	0.063192084	0.0023709452	0.004281566	0.019886661	0.058567546	0.008323297
a14	0.16167429	0.13530698	0.047327746	0.035037618	0.2737591	0.23830329	0.072385654	0.0028614588	0.007030121	0.011893899	0.007420955	0.0069988547
a31	0.071763225	0.09305203	0.06748003	0.044855375	0.30920178	0.28277296	0.08575134	0.0032942616	0.006302797	0.021058248	0.009349817	0.005118159
a17	0.016992068	0.0740961	0.21749412	0.06230372	0.08070501	0.11016685	0.16097844	0.004366955	0.020689355	0.11263814	0.061299544	0.078269735
a20	0.29743597	0.18006508	0.08228647	0.014163498	0.09820546	0.048467558	0.033367064	0.0073949844	0.007191264	0.018395016	0.18431762	0.028709998
a31	0.19100815	0.20585576	0.15824775	0.033715777	0.122164324	0.08721188	0.0558041	0.005754123	0.007321804	0.050331406	0.060684986	0.02189985
a8	0.04126027	0.08919692	0.2697439	0.028811727	0.049172666	0.06135731	0.07483021	0.021427112	0.03335672	0.1904932	0.063288584	0.07706139
a24	0.25902343	0.15559255	0.07731577	0.017832197	0.07415656	0.032816954	0.034559224	0.01794849	0.015141612	0.018947983	0.23474713	0.061918065
a28	0.27071908	0.16914822	0.10249012	0.033121828	0.07943407	0.04503911	0.037979435	0.023789916	0.022831634	0.03954098	0.12510662	0.050798938
a20	0.17138946	0.11708474	0.09422318	0.053849608	0.07777065	0.06219439	0.06955298	0.043760218	0.044263974	0.067405865	0.09235088	0.10615399
a31	0.16249673	0.10497642	0.08810696	0.064405374	0.08875871	0.0723494	0.069558896	0.06603968	0.060891077	0.06939299	0.076518	0.07650574
a46	0.09597189	0.0606179	0.030878503	0.011292533	0.020386761	0.035144567	0.092466526	0.043827645	0.14211184	0.15383284	0.15600313	0.15746588
a18	0.14149795	0.10886854	0.08982431	0.06897507	0.082667835	0.07188898	0.06999141	0.06758345	0.067458525	0.06797399	0.08625346	0.07701655
</S>	0.0984139	0.08956894	0.08628067	0.08008139	0.08306747	0.080731645	0.079960205	0.077324234	0.07678324	0.08330769	0.08262281	0.08185781
