 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.01901844	0.021629905	0.030124288	0.009173503	0.010656155	0.028338201	0.1431836	0.312876	0.4249999
a31	0.0059242686	0.3238909	0.2651059	0.24931842	0.010697439	0.0012293113	0.016994152	0.031966154	0.09487336
a46	3.784009e-05	0.77428323	0.2040555	0.007734087	0.0026307458	2.4647661e-05	0.0017796424	0.009431283	2.3023826e-05
a31	0.007942293	0.35099584	0.24468035	0.16595404	0.046838176	0.011789897	0.12167038	0.04307598	0.0070530227
a24	0.0025720622	0.6000381	0.089463376	0.037180386	0.0032288723	0.0107514085	0.012714532	0.23769069	0.0063604955
a31	0.08890781	0.21334627	0.3143122	0.083364464	0.017998697	0.02168508	0.039232317	0.1473805	0.07377256
a37	0.03037025	0.12558766	0.44508982	0.25053978	0.04493075	0.017109942	0.050407033	0.021253191	0.014711466
a31	0.023591483	0.052628998	0.43593562	0.19018227	0.08372558	0.015119052	0.03639599	0.074791044	0.08763
a18	0.011938094	0.224831	0.44361854	0.21570854	0.033282146	0.009068798	0.054491725	0.0048224693	0.002238652
a31	0.016199319	0.053346805	0.3033929	0.23712507	0.074515015	0.017770952	0.052448366	0.077847615	0.167354
a41	0.0057637948	0.13642369	0.4548701	0.20816675	0.04999648	0.0091168	0.08679377	0.033392742	0.015475874
a31	0.0147349825	0.07336893	0.42729512	0.3417308	0.06601129	0.016467433	0.016895803	0.014356469	0.029139148
a21	0.0017860046	0.06973695	0.2698912	0.21169521	0.039814726	0.007356784	0.10216665	0.17844434	0.119108096
a31	0.0106072305	0.0658445	0.41392082	0.40413344	0.053456612	0.021049941	0.008547536	0.010488273	0.011951602
a14	0.0014174139	0.06771723	0.22738929	0.25383273	0.021749504	0.0060767108	0.050242998	0.17886022	0.1927139
a31	0.006948033	0.06851311	0.40721813	0.42925164	0.035881583	0.024641749	0.006579721	0.012713624	0.00825233
a24	0.003089392	0.11133357	0.3499455	0.25630018	0.014699416	0.008720153	0.054068528	0.09509343	0.10674993
a31	0.044965014	0.093940094	0.21800481	0.29208568	0.06796051	0.12707257	0.040203646	0.06872044	0.04704731
a10	0.0077677234	0.079189226	0.3974807	0.13506277	0.013409754	0.012268758	0.073109664	0.13065264	0.1510587
a7	0.04738089	0.08886968	0.22439204	0.26718873	0.077070065	0.11367863	0.047959704	0.07768461	0.05577565
a20	0.06999243	0.07533249	0.13253708	0.18168788	0.09935642	0.15376683	0.07373635	0.1168035	0.09678697
a31	0.091447026	0.09305327	0.11660525	0.14203307	0.10593544	0.13675192	0.09213456	0.11624861	0.10579086
a8	0.03399832	0.056629	0.1706462	0.04572741	0.021145338	0.029034914	0.07725119	0.2852373	0.28033027
a31	0.10334756	0.10717604	0.12290794	0.12670597	0.10812279	0.11517187	0.102879085	0.1088086	0.104880184
a33	0.042414866	0.05565204	0.12000235	0.036948506	0.021828972	0.033419944	0.08125094	0.30962342	0.29885894
a7	0.108830236	0.110441424	0.11711197	0.11569592	0.109598264	0.111543536	0.10861746	0.10961227	0.10854892
a31	0.103539266	0.1067681	0.122530535	0.118285246	0.10802995	0.11401774	0.10635144	0.1117602	0.10871745
a23	0.0397552	0.04943332	0.101189055	0.033943124	0.023266535	0.03253314	0.0698743	0.332424	0.3175814
</S>	0.109531365	0.11062925	0.115717314	0.11427235	0.10995461	0.111287646	0.10941152	0.109917074	0.10927887
