 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.00865371	0.0016567132	0.005657085	0.049966116	0.0063847653	0.0028382742	0.008744552	0.067237005	0.22917174	0.24865778	0.3710322
a10	0.009507207	0.0027242424	0.010836613	0.010106037	0.004919933	0.015549891	0.009642945	0.012734237	0.91055846	0.010504488	0.0029159451
a31	0.15923825	0.32489374	0.15802097	0.09091564	0.07617891	0.037599273	0.06592638	0.050959073	0.031572632	0.0011426278	0.003552518
a10	0.0016835536	0.007928334	0.0012041813	0.0027663398	0.00023221594	0.0015595023	0.026342869	0.029362977	0.927641	0.0009799957	0.00029907396
a28	0.009996686	0.029063605	0.0102921035	0.013147728	0.006500434	0.07038281	0.18950838	0.37832144	0.21234441	0.0101070795	0.07033537
a10	0.004386559	0.007138445	0.0032158133	0.009921133	0.0060429936	0.041975226	0.03686071	0.09440535	0.74507916	0.01351029	0.037464254
a21	0.0164776	0.08145022	0.009011933	0.010777079	0.005712272	0.008718252	0.037577238	0.100499585	0.7153918	0.0028323194	0.011551726
a38	0.07013984	0.25006923	0.034069225	0.061823443	0.038112227	0.075993896	0.03218812	0.030859515	0.32404292	0.0062158797	0.07648569
a41	0.12609802	0.13799469	0.03383502	0.03942864	0.04485756	0.16821225	0.030434055	0.046424896	0.30507824	0.014152746	0.053483874
a31	0.19858684	0.29561344	0.033000823	0.070469126	0.10230244	0.11019111	0.004073913	0.00593643	0.15752043	0.0059103146	0.01639523
a18	0.01582216	0.12743208	0.004961046	0.12239056	0.011512699	0.006162027	0.0009925347	0.0011949531	0.65974844	0.005785697	0.043997787
a31	0.020400174	0.025600778	0.019610723	0.32837883	0.107593305	0.11476581	0.0043209307	0.013745778	0.2715819	0.02978802	0.06421382
a21	0.008531351	0.011659415	0.008038819	0.029114801	0.021478351	0.018501163	0.0071303993	0.0041058585	0.81582206	0.027239308	0.04837849
a31	0.022291789	0.029170513	0.025062326	0.36731592	0.15820737	0.1813476	0.0060825185	0.011632834	0.14384957	0.019093635	0.035945967
a18	0.017917456	0.009651796	0.019023875	0.043208357	0.03773253	0.03165493	0.01748298	0.042978052	0.34719738	0.1722327	0.26091993
a17	0.021828894	0.048379295	0.03612077	0.33294946	0.18716535	0.22838742	0.007153676	0.010728006	0.09753501	0.013082749	0.016669413
a20	0.027241731	0.023482362	0.027567316	0.54765606	0.20527841	0.08180532	0.011118145	0.018325863	0.034395352	0.011215245	0.011914227
a3	0.029776389	0.034345377	0.021804161	0.5310527	0.16344734	0.03199943	0.013557633	0.036358587	0.09246001	0.020538546	0.024659846
a35	0.024997482	0.019325659	0.014986042	0.60228705	0.13864431	0.019990146	0.015168391	0.048978087	0.054062832	0.030561788	0.030998217
a37	0.021041512	0.008480161	0.010941957	0.677438	0.09971459	0.014626494	0.011980657	0.045901153	0.04175133	0.037085634	0.031038437
a38	0.02240119	0.008336647	0.014217081	0.6347324	0.057881266	0.016381186	0.015549025	0.07039593	0.03704959	0.06814125	0.05491441
a31	0.033967167	0.012418342	0.02045873	0.53770065	0.07069326	0.020309549	0.020192668	0.08226333	0.045433763	0.08522358	0.07133897
a37	0.065231875	0.06981346	0.015739571	0.42899016	0.00901702	0.0024510135	0.0041126455	0.012199982	0.3254286	0.027372738	0.039642934
a21	0.012275132	0.03964495	0.028125564	0.41314924	0.11728355	0.051049512	0.015472596	0.045575302	0.15981181	0.059164505	0.058447786
a31	0.03202129	0.04640623	0.040571615	0.54682225	0.06984961	0.047805414	0.031169163	0.05260301	0.03954343	0.04741466	0.045793295
a29	0.035077002	0.066450916	0.02220086	0.19442587	0.015275448	0.008471635	0.01033283	0.016424902	0.5221867	0.057103187	0.05205059
a31	0.011610575	0.040786136	0.025992682	0.36243176	0.10995509	0.030239003	0.00894827	0.030513281	0.25867715	0.05556015	0.06528592
a33	0.012703448	0.032637738	0.024714623	0.12085083	0.019104281	0.013601542	0.013016016	0.055367127	0.23949677	0.20433615	0.2641715
a20	0.06284067	0.08366727	0.07894052	0.27787277	0.08410791	0.06810656	0.061878335	0.0708926	0.07447073	0.07018665	0.06703596
a31	0.07441581	0.08302998	0.08102959	0.2056435	0.08532189	0.079177454	0.07400306	0.08121867	0.07697759	0.079794794	0.07938765
</S>	0.015376676	0.022136586	0.020084938	0.07818802	0.01780245	0.015777452	0.015955336	0.05864909	0.24512981	0.25633392	0.25456575
