 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.1876662	0.021321159	0.039251458	0.30028525	0.044926547	0.2304691	0.17608033
a31	0.2296045	0.062976494	0.12505454	0.0036334042	0.05828835	0.428185	0.09225772
a10	0.04667924	0.006236138	0.0853817	0.0030136816	0.015386268	0.84326357	3.9357317e-05
a20	0.18337989	0.070035405	0.1492879	0.025760604	0.04259598	0.48430404	0.0446362
a10	0.104846925	0.034108806	0.117659174	0.025683016	0.2556466	0.44687462	0.015180765
a31	0.17092928	0.0164681	0.2182775	0.061098892	0.17053622	0.3132952	0.04939481
a14	0.20489876	0.020293532	0.24629533	0.065783404	0.2158354	0.23644057	0.010452971
a31	0.24974304	0.014672055	0.18374409	0.24302404	0.061001595	0.13750881	0.110306345
a37	0.08763031	0.009753513	0.2644781	0.075964235	0.10695138	0.36753407	0.08768849
a31	0.17209202	0.010932341	0.19056663	0.5149653	0.050586127	0.05303737	0.007820194
a46	0.026043978	0.017093094	0.35113132	0.18573402	0.19627641	0.17207955	0.05164164
</S>	0.48740843	0.013994848	0.04099514	0.34778273	0.043037996	0.055554617	0.011226168
