 	che	consuma	poco	benzina	</S>
a31	0.09268562	0.015782412	0.027518429	0.21255481	0.65145874
a41	0.8486024	0.09368226	0.016717743	0.019434467	0.021563096
a31	0.7532119	0.0758682	0.010023253	0.02091954	0.13997707
a28	0.9958103	0.002837159	0.00019911237	0.00075960386	0.00039382855
a24	0.9815356	0.007590248	0.003195493	0.0035146903	0.0041639423
a31	0.7643558	0.014867757	0.029014979	0.054500297	0.13726118
a11	0.6033922	0.045506116	0.08704966	0.15721734	0.10683465
a31	0.39203474	0.38165823	0.07242348	0.056082603	0.09780094
a46	0.112251766	0.10330215	0.30298322	0.35673466	0.124728166
a31	0.21879004	0.24298541	0.1773486	0.1690601	0.19181588
</S>	0.16985378	0.17136075	0.28230524	0.27983865	0.0966416
