 	il	vestito	della	sposa	vuole	bianco	</S>
a8	0.016531454	0.012888101	0.38579145	0.040839102	0.028313844	0.09319554	0.4224405
a31	0.11294079	0.13937292	0.48661077	0.04960247	0.07098646	0.054347668	0.0861389
a7	0.0048929816	0.01928009	0.5462901	0.0011850597	0.036006834	0.39234224	2.740039e-06
a31	0.030580306	0.032243673	0.14740762	0.29288247	0.16971046	0.3074031	0.019772414
a7	0.049604464	0.029092237	0.21312845	0.2914927	0.17010452	0.23209302	0.0144846495
a3	0.0737818	0.06628205	0.25761443	0.33002913	0.15342848	0.07958224	0.039281793
a31	0.1187158	0.22977583	0.24768727	0.14010489	0.13342308	0.022897378	0.10739582
a8	0.17910649	0.36778593	0.05023115	0.15930897	0.20236224	0.03557909	0.005626199
a31	0.35892376	0.095624544	0.07389969	0.13209042	0.122097276	0.044076543	0.17328781
a8	0.12814602	0.09148599	0.1845183	0.26167104	0.22418997	0.07112851	0.038860153
a20	0.49742293	0.089433424	0.063309506	0.07177533	0.06569224	0.03470835	0.1776582
a31	0.32581365	0.04943599	0.102505974	0.16663197	0.08689619	0.0854738	0.18324238
a20	0.057133365	0.06708231	0.30187744	0.06261005	0.06967092	0.062715106	0.37891078
a31	0.5177628	0.120212674	0.038130403	0.092802845	0.11074405	0.053305604	0.067041665
a28	0.14367437	0.24675907	0.06600238	0.021928076	0.08539974	0.08597159	0.3502648
a11	0.4952558	0.15065779	0.05032428	0.08658977	0.11001481	0.054942682	0.05221491
a20	0.4009444	0.119908914	0.06553945	0.10899085	0.13621114	0.07685508	0.091550104
a24	0.37446386	0.13176948	0.076431535	0.11117584	0.11505772	0.107282825	0.08381882
a8	0.24545993	0.14180197	0.07651598	0.14588556	0.13508636	0.15569267	0.09955762
a31	0.19298285	0.1470406	0.08177364	0.15771334	0.14379725	0.17197545	0.10471683
a20	0.16151501	0.28970546	0.13958244	0.074970044	0.086621776	0.15800782	0.08959742
a31	0.34243295	0.12070106	0.069333285	0.1276804	0.14166884	0.11390058	0.08428285
a18	0.12944967	0.2060539	0.019521661	0.04235343	0.16051413	0.24931717	0.19279006
a31	0.2200042	0.13976692	0.12371449	0.13070369	0.13427928	0.1271789	0.12435253
a8	0.13809125	0.17814049	0.018113872	0.05741926	0.18048906	0.22157386	0.20617217
</S>	0.16561092	0.14261042	0.13775715	0.13857675	0.1393499	0.13843726	0.13765761
