 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.095685124	0.08114962	0.095059544	0.045942638	0.10841243	0.5737506
a20	0.46554282	0.056462053	0.14715114	0.14618044	0.026013333	0.15865013
a31	0.22825415	0.17181098	0.15668242	0.3549797	0.04320269	0.045070108
a28	0.2334693	0.10350811	0.12437146	0.46041438	0.035157263	0.04307944
a31	0.2145864	0.11292369	0.2662916	0.28318763	0.021593174	0.101417586
a13	0.3199862	0.21229193	0.35534886	0.08390389	0.02288185	0.005587325
a18	0.48835054	0.41121668	0.056647517	0.025478112	0.012671512	0.005635608
a31	0.4316731	0.4567023	0.050858017	0.02670645	0.023258086	0.010802036
a27	0.12685202	0.19286847	0.35380355	0.14643109	0.13007465	0.04997027
a31	0.29574987	0.32608652	0.074197054	0.04127003	0.07677898	0.1859176
a20	0.03761036	0.1353887	0.18153054	0.0784886	0.17833921	0.38864255
a31	0.34274155	0.27406225	0.106892034	0.097603664	0.09813418	0.08056639
a39	0.043006774	0.1574125	0.20549539	0.10206732	0.20378035	0.28823766
a31	0.2745635	0.2479661	0.14217512	0.12493109	0.12060815	0.089756
a33	0.044018786	0.1324718	0.2428271	0.14016116	0.27896821	0.16155298
</S>	0.20222268	0.17784992	0.16480899	0.15505068	0.15384993	0.1462178
