 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.006861823	0.00985522	0.9131703	0.023725282	0.007448822	0.0142296525	0.008474222	0.010389809	0.00584493
a28	0.09666582	0.0043921703	0.008450481	0.015983993	0.009807686	0.41205534	0.081221424	0.36068317	0.010739848
a37	0.007863933	0.0060074725	0.027072236	0.1420395	0.011586887	0.060769975	0.4149972	0.2913261	0.038336772
a20	0.024409357	0.020009505	0.05292047	0.39341035	0.018285774	0.070050895	0.18136139	0.22206996	0.017482352
a37	0.039564803	0.018879155	0.042793628	0.15870371	0.07382766	0.19205879	0.24392645	0.20901994	0.021225838
a24	0.038041003	0.0014695829	0.012716393	0.7257789	0.04199819	0.082549505	0.0352231	0.05719406	0.0050293226
a21	0.22060001	0.006840223	0.02793984	0.13336815	0.2694378	0.22079174	0.035420258	0.077624805	0.007977105
a28	0.050299678	0.002542774	0.0067512356	0.75240177	0.050655622	0.051442046	0.03030803	0.050139	0.00545983
a24	0.24070679	0.012300308	0.031052766	0.08653263	0.26049703	0.20329246	0.056369428	0.08921036	0.02003824
a31	0.26037753	0.022604082	0.025668312	0.07414816	0.19649903	0.13843933	0.091605306	0.1570786	0.0335796
a20	0.008734407	0.0017768595	0.025940001	0.88052124	0.0063063186	0.0038536594	0.015102269	0.055340726	0.0024245412
a24	0.15161072	0.03531877	0.026297493	0.29630426	0.09090152	0.16075405	0.08199543	0.09837087	0.058446903
a20	0.14655055	0.028380115	0.06670578	0.10553607	0.07586197	0.15993585	0.1357868	0.22155227	0.05969052
a33	0.11108087	0.04206162	0.08853065	0.13260399	0.07960926	0.14930096	0.15150265	0.16524188	0.08006808
a20	0.09913016	0.0522741	0.07937623	0.16020958	0.06804875	0.17987303	0.12586801	0.14105988	0.09416026
a31	0.09332604	0.05748247	0.087511316	0.14797258	0.07057301	0.19355261	0.1273015	0.13136804	0.09091236
a3	0.004870365	0.0048516085	0.21170485	0.3290784	0.003941713	0.040275082	0.08967567	0.29054642	0.025055876
a20	0.11116789	0.06405985	0.027500242	0.48632234	0.0861648	0.071418144	0.05598654	0.05325091	0.044129293
</S>	0.11174615	0.16449964	0.06166784	0.31365576	0.09627793	0.07718433	0.05885397	0.06460023	0.05151421
