 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.21580394	0.47270784	0.040007982	0.030932585	0.038532585	0.082940936	0.119074196
a31	0.33033228	0.48589146	0.022518693	0.0021210017	0.02514246	0.09379854	0.040195473
a0	0.96639484	0.025854075	0.001275694	6.8777223e-07	0.000269331	0.006202499	2.874693e-06
a20	0.6275164	0.30402926	0.010153541	0.009723029	0.008395391	0.022511782	0.017670669
a31	0.06999779	0.51308984	0.043242745	0.046212092	0.10909456	0.14749868	0.070864245
a13	0.444977	0.38243076	0.0529025	0.011038953	0.048655264	0.032474354	0.027521228
a38	0.4456411	0.37911892	0.059004724	0.0104448525	0.034740258	0.03488125	0.036168862
a31	0.29154548	0.6264229	0.035623044	0.007164112	0.014699635	0.013258792	0.0112860575
a20	0.13065273	0.3168076	0.14623177	0.017343314	0.14119305	0.16747098	0.0803006
a31	0.29642013	0.26751453	0.05750182	0.024132444	0.086255275	0.16750564	0.10067006
a20	0.21231128	0.31382662	0.17097999	0.01960915	0.09796425	0.10988272	0.07542592
a33	0.21624723	0.06821506	0.08254227	0.053582963	0.118621014	0.28573123	0.17506021
a31	0.1274412	0.23491447	0.048694838	0.05316391	0.08221523	0.20185761	0.25171274
a28	0.42996082	0.1016751	0.10348783	0.035215534	0.10908188	0.16317168	0.057407163
a31	0.21405154	0.12109296	0.12904671	0.105825044	0.12759873	0.1656787	0.13670638
a0	0.46172333	0.041434877	0.12376495	0.042462323	0.10942799	0.1544139	0.066772796
a31	0.18045598	0.124651074	0.131888	0.12080398	0.13568686	0.16256076	0.14395331
a3	0.39777792	0.025281493	0.156323	0.048620872	0.114321895	0.17303874	0.0846361
a31	0.17137326	0.12925006	0.13621902	0.1239541	0.14386061	0.15907402	0.13626891
a46	0.34279993	0.023526134	0.17624672	0.059029285	0.114265606	0.18044247	0.103689775
a31	0.14870617	0.13606903	0.13893999	0.13523075	0.14623798	0.15305862	0.14175737
a39	0.34292403	0.026913013	0.18279305	0.06565073	0.106774874	0.1643028	0.11064144
a35	0.15327819	0.13243203	0.13731305	0.13098755	0.14902206	0.15843843	0.13852866
a31	0.14305378	0.13814776	0.13962671	0.13862048	0.14580877	0.15105946	0.143683
</S>	0.31241205	0.02550493	0.19526471	0.07362002	0.10337628	0.16550736	0.12431468
