 	guardando	le	nuvole	capisco	che	piove	</S>
a8	0.06537731	0.051426448	0.06798956	0.045632273	0.051983546	0.15388575	0.5637051
a23	0.1476016	0.20799735	0.33689737	0.03871435	0.079059675	0.05510637	0.13462324
a31	0.100834884	0.12186308	0.40671006	0.037484378	0.18797098	0.14280564	0.0023310797
a17	0.01836917	0.24428405	0.27249566	0.0020419525	0.03487745	0.42790633	2.5404837e-05
a31	0.05137955	0.14769332	0.16866864	0.11262477	0.29603824	0.15767129	0.06592416
a10	0.0052028657	0.036526594	0.07762157	0.012249207	0.04899627	0.8086934	0.010710075
a20	0.077249	0.1565157	0.28453833	0.04691626	0.10529957	0.14017232	0.1893089
a8	0.052941225	0.15779395	0.49559516	0.030077014	0.033631053	0.07239914	0.15756239
a17	0.06984485	0.20863675	0.49234658	0.013515735	0.00822238	0.03649562	0.17093812
a13	0.10488187	0.30703652	0.47964987	0.010392498	0.00494113	0.017065287	0.076032825
a20	0.15771678	0.39819002	0.37322894	0.018855313	0.006467399	0.01517026	0.030371249
a31	0.22229888	0.3006046	0.41402215	0.019741854	0.009015992	0.016998816	0.017317697
a37	0.092739165	0.30990836	0.20022243	0.03302292	0.054515317	0.28547537	0.024116438
a31	0.22235604	0.17538822	0.22692767	0.14541498	0.066952124	0.08051574	0.08244524
a0	0.033559542	0.18453139	0.109977916	0.030280061	0.021394452	0.5809199	0.03933669
a31	0.31514016	0.21645947	0.17816612	0.110702276	0.07060029	0.06283478	0.046096817
a10	0.0686339	0.07533317	0.08057719	0.081219696	0.050902825	0.114413895	0.52891934
a39	0.23417805	0.1809429	0.19345215	0.15630029	0.10556439	0.085040934	0.044521287
a46	0.26814008	0.16950358	0.11878077	0.139251	0.15492909	0.097395115	0.052000362
a8	0.31842622	0.15327702	0.07989809	0.10418986	0.1608129	0.100506954	0.082888864
a20	0.22979994	0.12677404	0.07971114	0.13827811	0.17747474	0.15138409	0.09657806
a8	0.16414437	0.10458815	0.075229354	0.16941172	0.18956284	0.2131971	0.083866484
a46	0.13476539	0.10525669	0.08984641	0.16683571	0.1647427	0.2416769	0.09687624
a8	0.1380551	0.1197674	0.11039974	0.15294486	0.15234336	0.20956704	0.1169225
a31	0.13745946	0.12776293	0.12279813	0.14901459	0.14859425	0.18612458	0.1282461
a20	0.054360356	0.17187211	0.07142632	0.030430822	0.04362274	0.5858642	0.04242351
a31	0.22083913	0.123401746	0.08851143	0.1359767	0.20663261	0.12591653	0.09872186
a28	0.032892305	0.08572934	0.031751726	0.025373174	0.03784935	0.6988918	0.08751228
a46	0.26088843	0.14909641	0.099214345	0.11440168	0.16941045	0.1274183	0.07957043
a23	0.14994626	0.13035834	0.11345035	0.15110183	0.14948621	0.19879206	0.106864974
a39	0.14195275	0.13307302	0.1273867	0.14849702	0.14198767	0.18280606	0.12429679
a31	0.1435718	0.13802715	0.13466269	0.1450341	0.14243849	0.16272137	0.13354443
</S>	0.11215501	0.13854395	0.107662745	0.099428475	0.10741968	0.28488925	0.14990088
