 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.3855207	0.039536353	0.09247697	0.3502261	0.038747404	0.06571322	0.027779229
a31	0.06001847	0.0074159475	0.027080942	0.37115878	0.12200583	0.2897062	0.12261377
a37	3.4681525e-05	0.00021304782	0.012305088	0.52208126	0.05188883	0.4134511	2.6002228e-05
a31	0.106279984	0.006541207	0.02835102	0.19670343	0.10384663	0.4140748	0.14420289
a13	0.87431395	0.00031690582	0.0009936214	0.004017943	0.006592911	0.032732368	0.08103224
a31	0.045500048	0.0016597401	0.029271886	0.22608401	0.2134804	0.38815674	0.0958472
a43	0.12605478	0.004073552	0.068836115	0.19307317	0.109015204	0.1860086	0.3129386
a31	0.1891864	0.0007612358	0.016071076	0.25830764	0.05862409	0.09852139	0.37852815
a20	0.01251946	0.0014914281	0.070612185	0.6184051	0.07443091	0.12881744	0.093723565
a31	0.022525394	0.0073827747	0.04411857	0.50330263	0.12608644	0.23333137	0.06325276
a11	0.0050465753	0.009598113	0.17908129	0.55809015	0.07329114	0.13444918	0.04044357
a31	0.022696638	0.021481493	0.0605738	0.40919596	0.13546586	0.29111132	0.05947498
a30	0.0039441087	0.03565981	0.46858406	0.26243654	0.07771427	0.12104031	0.030620832
a31	0.040940065	0.055752818	0.10266999	0.36345282	0.1165749	0.2706284	0.049980987
a42	0.0034987184	0.04411709	0.59903044	0.12827577	0.0808698	0.10825973	0.035948373
a20	0.09568223	0.20206769	0.24127434	0.2308381	0.070774175	0.10821496	0.051148433
a31	0.08429714	0.23643163	0.27300143	0.17562602	0.07244394	0.100585744	0.05761409
a20	0.01636623	0.042798486	0.43613425	0.14688912	0.120745905	0.18587518	0.051190753
</S>	0.07406889	0.2800251	0.329064	0.11296743	0.06679351	0.07719477	0.059886333
