 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.00082519115	0.00038150174	0.007448489	0.005136196	0.0049428716	0.0069926847	0.0036432343	0.0031977007	0.048314862	0.011371375	0.0856174	0.1579329	0.08413582	0.09175705	0.022469226	0.13152394	0.33430955
a8	0.0065845908	4.2422125e-05	0.004136935	0.019315187	0.011017633	0.0036822886	0.0062828087	0.08533313	0.7847354	0.013663864	0.004040448	0.0001982409	0.001819978	0.033492897	0.00554356	0.019669734	0.0004408562
a31	0.046778943	0.053584546	0.10621692	0.32982233	0.38225222	0.017749334	0.013283384	0.013459595	0.013776527	0.011257486	0.0025625206	0.0004052169	0.000586731	0.0035773315	0.0028140105	0.0015591017	0.0003137871
a41	0.01173591	0.021342587	0.06100268	0.5134269	0.22769617	0.003616694	0.007081778	0.01796776	0.09243586	0.00094652706	0.00060576224	8.345443e-06	0.0003844405	0.012931623	0.018903272	0.009886315	2.7425127e-05
a10	0.061454166	0.0061333235	0.2285672	0.0712471	0.09697602	0.052710064	0.033374697	0.03144884	0.088785894	0.11873254	0.05934547	0.0029060123	0.0056414087	0.02211869	0.06544427	0.033162	0.021952402
a20	0.04216382	0.009363337	0.03793121	0.011369263	0.037983626	0.018788489	0.00974719	0.020206241	0.22569343	0.15145044	0.15706807	0.019388134	0.04627024	0.11132155	0.044077367	0.024060996	0.033116482
a31	0.08418762	0.013346177	0.4087741	0.06438522	0.1311117	0.02026369	0.003787646	0.0066877133	0.056383934	0.13173248	0.029692018	0.003268744	0.007410605	0.0133663025	0.013703595	0.006080597	0.00581781
a37	0.086400606	0.0590296	0.071335144	0.01205274	0.014124555	0.009080696	0.03351047	0.073629536	0.21485727	0.15193337	0.03132722	0.0047706775	0.004100347	0.010370332	0.02413452	0.1390338	0.060309
a31	0.05322833	0.007536218	0.05376365	0.025463013	0.05454181	0.03598282	0.015497951	0.009573596	0.100963004	0.2828409	0.025958195	0.024168577	0.025097478	0.056775823	0.015767971	0.057910427	0.15493023
a18	0.069622755	0.007824422	0.024409277	0.028272437	0.031675193	0.024112917	0.10784319	0.32119972	0.17813909	0.10002727	0.024802726	0.00324643	0.0058949236	0.011649486	0.012797691	0.030456217	0.018026257
a31	0.018400714	0.010414852	0.027509596	0.0116806	0.025846029	0.02067148	0.0071063368	0.005491676	0.34195244	0.17803256	0.044672754	0.02744194	0.028110929	0.079948805	0.007279453	0.038314484	0.12712535
a46	0.055854045	0.0033289196	0.019666502	0.02873579	0.03577854	0.028066114	0.106804304	0.34780177	0.15542854	0.09226039	0.024596822	0.0031445879	0.006194533	0.012007717	0.020377796	0.039187297	0.02076626
a20	0.018929467	0.01365648	0.014307365	0.013609311	0.027708715	0.023577701	0.011139059	0.0135669885	0.509626	0.16948414	0.028890207	0.0115043195	0.016924629	0.05571841	0.0033666717	0.016993722	0.0509968
a31	0.18921946	0.01489367	0.07758756	0.05041516	0.09857883	0.05538522	0.029812593	0.022935383	0.09376856	0.30093086	0.027959742	0.0035113029	0.005708519	0.009406794	0.004373164	0.005168783	0.010344415
a20	0.020055486	0.0014693288	0.0126906065	0.024390666	0.029358035	0.019492744	0.11122525	0.38518766	0.20346783	0.0451738	0.014076093	0.0014857558	0.0034695477	0.009725698	0.024508135	0.07049547	0.02372788
a29	0.022873553	0.016242625	0.013796299	0.013518672	0.025629137	0.021101102	0.010067516	0.011880502	0.52080816	0.15197314	0.022456093	0.011700596	0.019184427	0.06603575	0.0034643016	0.017151507	0.052116565
a8	0.07993486	0.008164622	0.1503348	0.05191455	0.124652855	0.065756634	0.016559388	0.007909975	0.072931945	0.32689416	0.020291328	0.006784439	0.007570603	0.011677548	0.009253732	0.0143451905	0.025023326
a20	0.2428302	0.0044560516	0.21450198	0.06320091	0.080431186	0.01917878	0.0031297987	0.0012688172	0.019537026	0.1567278	0.0074499957	0.018257322	0.015049204	0.027204577	0.019742679	0.049796853	0.057236783
a31	0.34258685	0.0031943417	0.16170838	0.060603417	0.06857319	0.016842768	0.004070535	0.0020321324	0.011603973	0.111730576	0.0053046765	0.015455499	0.018290535	0.03745701	0.020211361	0.045871414	0.074463256
a10	0.04441643	0.004294042	0.22860336	0.052065726	0.008047146	0.0025778175	0.013388632	0.0073650363	0.071708106	0.048751954	0.001136384	0.00039337005	0.0005124801	0.004506229	0.069508374	0.35972628	0.082998626
a31	0.15953492	0.025869291	0.02035273	0.022470614	0.025047518	0.025797646	0.012907628	0.007646627	0.04210967	0.07215298	0.015461409	0.042205676	0.084507726	0.14548807	0.022887513	0.05186933	0.22369066
a20	0.005650067	0.0020214138	0.032124672	0.025813097	0.028779075	0.038232107	0.06357162	0.042091507	0.058666546	0.050740104	0.012304332	0.0091341995	0.015462584	0.02822459	0.091132514	0.2081926	0.28785896
