 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.0115579665	0.009031312	0.02840686	0.40855843	0.038262594	0.16451775	0.04168428	0.031339288	0.05535547	0.21128608
a37	0.035850182	0.009667478	0.19496584	0.5559826	0.020782596	0.0041843913	0.026295075	0.10203119	0.028094994	0.022145586
a31	0.17290573	0.25333002	0.14952931	0.0709191	0.051816937	0.010419816	0.040309876	0.11401678	0.12254429	0.014208148
a20	0.018978532	0.042449232	0.060044605	0.029566363	0.0375794	0.030935546	0.04830387	0.23284608	0.48289245	0.01640389
a31	0.028968818	0.036733206	0.25180393	0.30711666	0.05643051	0.020999566	0.059998743	0.1790856	0.04521943	0.013643557
a13	0.089412406	0.09321656	0.08743683	0.03151472	0.062201116	0.086685196	0.29847968	0.21300094	0.030416017	0.0076365327
a31	0.088596866	0.0661755	0.13104162	0.077448934	0.112022355	0.033792045	0.34648755	0.13313618	0.0067464956	0.004552404
a20	0.08122457	0.08982838	0.1295892	0.015218654	0.045789238	0.049531884	0.357214	0.20452988	0.0211435	0.0059307483
a17	0.072130755	0.06442014	0.18140002	0.08698572	0.088551424	0.057341825	0.3598581	0.06516036	0.005835455	0.01831619
a20	0.1194941	0.081327505	0.32899153	0.0148276	0.09604204	0.023150105	0.27964824	0.034822553	0.009923216	0.011773147
a31	0.11602576	0.10039507	0.3406783	0.028287392	0.08676413	0.029917696	0.18593594	0.05384636	0.024226056	0.033923313
a20	0.026998252	0.14741944	0.31918213	0.023841102	0.13325122	0.18579522	0.072229296	0.023078913	0.042616546	0.02558787
a31	0.19194125	0.21843834	0.09048334	0.0076354304	0.03673366	0.20129202	0.22578882	0.013726891	0.004544867	0.009415289
a3	0.04658735	0.09661127	0.0746554	0.012849736	0.037418213	0.19773725	0.15582094	0.08416497	0.08287071	0.21128422
a8	0.074279614	0.09586277	0.047852166	0.015537398	0.0345632	0.5917506	0.08904395	0.020759398	0.015130564	0.015220322
</S>	0.108154684	0.10777886	0.055353705	0.04811764	0.058634013	0.3245617	0.1519169	0.045651674	0.040530477	0.05930029
