 	voglio	che	Maria	che	venga	domani	</S>
a8	0.0796853	0.020773321	0.035562035	0.09712839	0.021340508	0.12899415	0.6165163
a31	0.1226643	0.36745197	0.004625335	0.018020282	0.28174728	0.07712091	0.12836982
a8	0.0008980344	0.03320805	0.00049521716	0.053121097	0.9074879	0.00477779	1.180167e-05
a31	0.0038279432	0.060816817	0.025012702	0.029857136	0.8619961	0.016829176	0.0016601929
a24	0.020802721	0.0653751	0.0036249566	0.0033415756	0.855498	0.04506062	0.006297101
a31	0.44677284	0.078871526	0.03894654	0.10026419	0.12973095	0.09262987	0.112784036
a46	0.19025148	0.1292094	0.1088373	0.42480102	0.10341771	0.02315983	0.020323219
a31	0.37172914	0.2003497	0.034208424	0.11539653	0.06656072	0.0731946	0.1385609
a29	0.1297425	0.049336083	0.11021872	0.5952319	0.09142883	0.0145119075	0.009530093
a20	0.34181	0.12679397	0.030058015	0.11890534	0.02452693	0.059882946	0.2980228
a0	0.5733245	0.085298225	0.035897635	0.066049404	0.034446184	0.09843679	0.106547266
a31	0.36249256	0.11275662	0.026061086	0.048636638	0.017410265	0.22176018	0.21088263
a23	0.054938033	0.044464722	0.05767326	0.20489344	0.055584986	0.16173632	0.42070922
a31	0.2879697	0.21313122	0.05024199	0.07093085	0.09317836	0.12406796	0.16047995
a18	0.042786993	0.078068815	0.050175574	0.17588148	0.04458947	0.13631098	0.47218668
a37	0.23542872	0.25910005	0.06854334	0.09513813	0.11952449	0.120007396	0.10225792
a31	0.16365775	0.19619013	0.08437598	0.17332618	0.11403012	0.13017681	0.13824303
a20	0.051463585	0.120314136	0.07695553	0.24158032	0.060098894	0.16840337	0.28118417
a31	0.17902267	0.233002	0.10890153	0.122680664	0.12244689	0.121814914	0.11213129
</S>	0.062850595	0.11033294	0.0614523	0.16792925	0.098914646	0.23072289	0.26779744
