 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.013505322	0.006142761	0.013422836	0.013508696	0.021259703	0.01633097	0.010600145	0.06274741	0.018205035	0.042323537	0.044444285	0.057680514	0.28339732	0.39643142
a20	0.037308533	0.011513453	0.002719844	0.0008883727	0.017916184	0.02515556	0.064612806	0.062462524	0.011959954	0.6959216	0.01914521	0.0128529705	0.026643861	0.010899159
a13	0.1832324	0.11164842	0.054638516	0.0062586637	0.049567603	0.06512529	0.14589201	0.034641355	0.048570674	0.18142396	0.047315195	0.045213044	0.019532444	0.006940419
a31	0.01778613	0.04459347	0.011323032	0.0042075524	0.022923883	0.01877114	0.23855738	0.070211634	0.1217905	0.1427449	0.09835703	0.12874945	0.05889348	0.021090453
a28	0.00042380684	0.0017374125	0.00022236777	0.00023494603	0.0023123045	0.0029179242	0.015352664	0.008046012	0.027193932	0.058654763	0.057541125	0.40224403	0.39662087	0.026497848
a31	0.034043398	0.044469785	0.01012535	0.0022572896	0.085379176	0.040093042	0.10844361	0.3784195	0.11605965	0.027302256	0.012848181	0.03356109	0.054454662	0.05254303
a21	0.02046947	0.012888897	0.0035083552	0.0012522603	0.033390217	0.04786998	0.02697794	0.025189407	0.055634525	0.009302686	0.015573793	0.08362913	0.39335394	0.2709594
a31	0.06273059	0.10126555	0.009939885	0.0018373703	0.118233114	0.15886717	0.124616735	0.11018573	0.059967186	0.021465482	0.012222024	0.021526983	0.083450794	0.113691315
a20	0.08457241	0.07168435	0.0043142643	0.002318271	0.05501941	0.45429602	0.06290543	0.009459434	0.010817332	0.030203173	0.012729059	0.04559182	0.104405105	0.05168388
a28	0.0938319	0.06388993	0.0068556336	0.0009497753	0.07767595	0.40735403	0.116457716	0.065103404	0.0043224995	0.009794839	0.010648513	0.008429068	0.037161224	0.09752555
a27	0.078723535	0.4416843	0.0014613663	0.00046872193	0.045538966	0.33433375	0.05466026	0.0055423877	0.0014194365	0.004901104	0.0035789942	0.00521311	0.012519311	0.009954733
a17	0.18049589	0.4856844	0.0012425381	0.0003803532	0.010669391	0.2065413	0.040288597	0.003818894	0.002755703	0.0032575012	0.004688288	0.005529319	0.022484843	0.032162927
a4	0.30170828	0.31724048	0.0014138072	0.0007999575	0.0056169746	0.2912101	0.017407058	0.0038906534	0.003836264	0.004829443	0.010566657	0.007039556	0.018089432	0.016351296
a13	0.3514946	0.12783115	0.0031425876	0.0024093813	0.0073577384	0.40930745	0.01202402	0.0080647115	0.005078566	0.007225136	0.023706175	0.009109071	0.016984036	0.01626546
a31	0.23304458	0.035585906	0.018690145	0.018173387	0.023557888	0.4196519	0.015807452	0.031079156	0.011821161	0.021253368	0.07072191	0.016708676	0.028626164	0.055278346
a18	0.10848199	0.24086519	0.033271503	0.015423687	0.0790173	0.1364794	0.010304043	0.010660572	0.00065702654	0.0076980107	0.0077312062	0.08293176	0.18272334	0.08375487
a36	0.45643872	0.06467075	0.0033833415	0.0031726558	0.00535193	0.36420187	0.013846943	0.005489171	0.01413665	0.0056805853	0.015477288	0.007269987	0.017055016	0.023825007
a46	0.4589309	0.05527225	0.009149423	0.009006664	0.011537707	0.36372763	0.011362148	0.0129191065	0.012146891	0.0076001417	0.01825803	0.0073245033	0.007941277	0.014823246
a31	0.10841827	0.043608118	0.07683301	0.08023882	0.061207797	0.09982227	0.040635608	0.09795952	0.042816732	0.055560093	0.073541455	0.043460898	0.051012725	0.12488462
a20	0.07415568	0.052537035	0.040037423	0.04351653	0.1265286	0.05329164	0.03598658	0.038552556	0.021391854	0.032815065	0.032212112	0.08159957	0.20860085	0.1587745
a8	0.21927783	0.06789245	0.030794099	0.030660765	0.03223392	0.24381624	0.044515867	0.03592663	0.046058614	0.03571088	0.046172608	0.03876409	0.059598703	0.068577275
a31	0.11620497	0.06483912	0.06268549	0.06329872	0.065802805	0.10514296	0.06040732	0.06626149	0.06929882	0.06075686	0.07553875	0.060076516	0.060759872	0.0689263
a24	0.03593904	0.024931738	0.022951597	0.023472317	0.0313145	0.027239064	0.024065549	0.022982698	0.021115629	0.022465898	0.031182721	0.16770886	0.2976783	0.24695209
a46	0.10543384	0.07266326	0.062560245	0.06251921	0.0630342	0.098085076	0.06821006	0.0644305	0.06538225	0.06351707	0.065176815	0.06438456	0.07100913	0.07359373
</S>	0.083408885	0.06870915	0.06649695	0.06849613	0.09969056	0.074821025	0.06842274	0.06570131	0.06592274	0.066745505	0.068831794	0.06738611	0.067483604	0.06788341
