 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.5479122	0.014539003	0.11295986	0.028737606	0.023929287	0.27192202
a31	0.045542635	0.0599271	0.000117563344	0.4197119	0.32050675	0.15419398
a8	0.0027565884	1.7500663e-07	5.8308793e-05	0.614679	0.3825035	2.3646635e-06
a31	0.0877242	0.0039074137	0.0025825368	0.7861393	0.11960801	3.8543774e-05
a15	0.95561194	0.009470018	7.33048e-05	0.00812724	0.008659204	0.018058382
a13	0.96869206	0.0057125147	0.0015647156	0.01731686	0.0050701476	0.001643647
a24	0.7096786	0.02017068	0.07266103	0.087508045	0.06622737	0.04375429
a31	0.5841874	0.036133517	0.019466488	0.025967782	0.04945804	0.2847868
a18	0.8745452	0.009183905	0.046490505	0.01752031	0.013754788	0.03850539
a31	0.38921782	0.028270988	0.046361476	0.014296957	0.014261578	0.5075912
a20	0.24113356	0.014278048	0.20998773	0.022543944	0.031530272	0.48052645
a11	0.6415033	0.06148833	0.099297486	0.058283977	0.055620685	0.083806224
a8	0.32541803	0.079339154	0.30789283	0.08160527	0.078575775	0.12716892
a31	0.47939977	0.09441832	0.13855015	0.08429208	0.084821716	0.11851794
a8	0.066282414	0.05536909	0.4410422	0.05462662	0.13215238	0.2505273
a31	0.30305392	0.13259156	0.16695225	0.1319407	0.13114785	0.13431376
</S>	0.061196078	0.07484198	0.24889651	0.059951574	0.25628307	0.2988308
