 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.0372238	0.08604295	0.034848277	0.0118687935	0.17662951	0.064209834	0.15448005	0.0866781	0.34801865
a31	0.2691518	0.17246252	0.1638279	0.003132257	0.009274147	0.006114511	0.049122788	0.2328111	0.094102904
a37	0.09100421	4.3653905e-05	9.6960124e-05	4.6875405e-07	0.009503815	0.044918563	0.12733087	0.7270627	3.8803602e-05
a20	0.2784485	0.074913956	0.026519084	0.017043915	0.019222861	0.027268376	0.05832577	0.47658598	0.0216715
a28	0.028641079	0.011519949	0.081951156	0.03698416	0.055334445	0.08859922	0.10342948	0.5495606	0.043979898
a37	0.18622844	0.078520715	0.03401296	0.004693477	0.009647809	0.020692443	0.03937774	0.5658359	0.060990483
a18	0.34870923	0.23534216	0.11818183	0.0037882037	0.07615003	0.09863384	0.02757106	0.047153343	0.04447022
a31	0.42234722	0.18472075	0.040659267	0.004213394	0.028574158	0.045078818	0.06314221	0.040942498	0.17032178
a0	0.7682669	0.014218741	0.010212057	0.0009543512	0.019245073	0.09615162	0.014504961	0.073001325	0.003445007
a13	0.5517718	0.052654624	0.043546025	0.009210938	0.04718346	0.1667495	0.054318707	0.01295704	0.06160789
a31	0.5577691	0.13160972	0.07591365	0.003912796	0.11844012	0.057484794	0.025278877	0.0094895465	0.020101367
a41	0.29990095	0.043128587	0.12426216	0.00088973495	0.13260111	0.07727166	0.017543782	0.27407572	0.030326352
a24	0.742179	0.010019726	0.024802564	0.012004629	0.018384896	0.11814013	0.030207623	0.013921604	0.030339912
a37	0.6610585	0.06544479	0.032118067	0.009989417	0.02223909	0.036146387	0.05990508	0.017465454	0.09563314
a31	0.37340423	0.06988731	0.045008235	0.03406633	0.04173735	0.11078515	0.10891563	0.05268996	0.16350576
a28	0.36004248	0.034333795	0.17770135	0.004829875	0.10592086	0.083325565	0.010332909	0.19020951	0.033303678
a11	0.6650179	0.021328783	0.03789871	0.026925826	0.030083744	0.08896339	0.04360543	0.03365918	0.052516986
a39	0.31929883	0.027401121	0.15700911	0.03493891	0.10920915	0.25219527	0.0399388	0.028632505	0.031376317
a46	0.3175777	0.072003834	0.0876236	0.07959752	0.08079011	0.13235578	0.08991892	0.066623785	0.07350876
a49	0.24207775	0.09033336	0.090056226	0.09191636	0.08808273	0.118996255	0.10167927	0.08406387	0.09279413
a31	0.22664386	0.09281331	0.095689595	0.09488917	0.09334592	0.115684636	0.100070134	0.08832	0.09254338
a33	0.08502399	0.0567618	0.16859736	0.05060724	0.1344901	0.14090115	0.06201735	0.18849514	0.11310588
</S>	0.16115062	0.09989861	0.103233024	0.10051231	0.101038784	0.10956303	0.10545742	0.1054182	0.11372801
