 	voglio	che	Maria	venga	domani	</S>
a20	0.20960213	0.110043555	0.1001509	0.11643663	0.040112525	0.42365432
a21	0.036806565	0.039013624	0.001993325	0.52821743	0.081997424	0.31197166
a31	0.004598711	0.06244013	0.000551647	0.91139024	0.015255019	0.0057641966
a37	2.7251654e-05	0.009994285	3.8420712e-06	0.9899294	4.0535437e-05	4.6782643e-06
a31	0.018049648	0.1622216	0.18043032	0.5489189	0.073523164	0.01685639
a35	0.13230646	0.6138214	0.03526522	0.1761881	0.0120227495	0.030396085
a31	0.12964258	0.07834035	0.27236632	0.45403245	0.033092685	0.03252561
a20	0.04975929	0.4583317	0.17782377	0.2712487	0.026432201	0.01640446
a31	0.3413544	0.1038285	0.12526341	0.2842152	0.014070741	0.13126767
a18	0.05031833	0.18145297	0.39008588	0.33525038	0.031044189	0.01184822
a31	0.26516148	0.19357121	0.14523415	0.19542907	0.024525145	0.17607892
a3	0.038289238	0.26379165	0.19158866	0.30295998	0.08067826	0.1226923
a13	0.22969925	0.3626333	0.17054732	0.14408882	0.04948568	0.043545697
a37	0.113091335	0.31883806	0.29045156	0.11959233	0.10166874	0.05635796
a46	0.09080602	0.21654359	0.4685078	0.08482606	0.09743681	0.0418798
a31	0.067153834	0.12992845	0.54046994	0.10509391	0.10025664	0.05709728
a18	0.01470205	0.18423636	0.42028627	0.17862181	0.16312882	0.03902462
a46	0.22244227	0.28146058	0.17826752	0.10603947	0.114291154	0.09749902
</S>	0.105400465	0.18984193	0.46989018	0.11861597	0.07645826	0.039793257
