 	avete	cucinato	le	verdure	</S>
a39	0.10434066	0.094493985	0.30826646	0.38847345	0.10442547
a31	0.083233915	0.022549963	0.5891439	0.29076928	0.014302958
a35	0.0063363956	0.041568715	0.9366194	0.015474411	1.0347467e-06
a31	0.031478163	0.015615377	0.37977433	0.56816125	0.004970945
a20	0.02955782	0.116257824	0.48922876	0.3316277	0.033327874
a31	0.04441631	0.13229503	0.53524536	0.28449056	0.0035527337
a20	0.06483466	0.11287864	0.41581628	0.36996624	0.036504153
a39	0.62949646	0.035252377	0.117262326	0.11079761	0.10719124
a28	0.43571615	0.023415327	0.079120465	0.09858503	0.36316293
a31	0.40329373	0.12723161	0.1670117	0.0792654	0.22319752
</S>	0.18852063	0.2918517	0.2126746	0.20620836	0.10074474
