 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.046285484	0.009020778	0.039223284	0.113693506	0.01876928	0.17223734	0.4939836	0.033275355	0.07351141
a13	0.116276324	0.8096088	0.02870133	0.008194667	0.0057689794	0.015950294	0.00035908565	0.0031386523	0.012001865
a0	0.007190043	0.925455	0.0042253877	0.004506008	0.010917395	0.041804623	0.0018888436	0.0017132293	0.0022994548
a31	0.01012	0.60422593	0.055480488	0.16132219	0.12092615	0.031155394	0.0077414447	0.0015420865	0.007486333
a18	0.00015028259	0.96398675	0.00045622876	0.0050434708	0.012424787	0.017551929	0.00034001036	4.170006e-05	4.846284e-06
a31	0.34102347	0.12033489	0.043903794	0.30907637	0.08920758	0.08891998	0.0018815026	0.0014821247	0.0041703014
a28	0.14298654	0.32038844	0.011154089	0.091158256	0.18585397	0.21586308	0.02372123	0.00240996	0.0064645107
a20	0.54768026	0.09580373	0.018734887	0.22025476	0.06405502	0.04625199	0.0018112945	0.0024650572	0.0029430229
a31	0.3235381	0.06527473	0.011071266	0.09727965	0.10813238	0.37441558	0.009003674	0.004483185	0.006801361
a7	0.11949991	0.2774241	0.057916254	0.15499547	0.100966804	0.23018004	0.04800373	0.0041080033	0.00690572
a38	0.5951422	0.07986246	0.028328568	0.050625112	0.040367592	0.13204177	0.051941678	0.0124596795	0.0092309285
a24	0.26307866	0.22830941	0.013541579	0.036810987	0.100390114	0.3107923	0.035692625	0.005740924	0.005643372
a46	0.48058224	0.21612963	0.01042189	0.021999646	0.06946168	0.11851051	0.056615975	0.017078105	0.00920046
a31	0.46936464	0.24330702	0.01976702	0.029360732	0.06966543	0.062637724	0.05843413	0.035330992	0.012132296
a38	0.037662104	0.42037702	0.14126167	0.25057894	0.035070945	0.050605234	0.05266801	0.0059181317	0.005858015
a31	0.43009406	0.22528514	0.10318241	0.046235368	0.023056947	0.033261836	0.07003692	0.024282025	0.044565238
a13	0.020024313	0.02948364	0.53936404	0.3540155	0.022267014	0.009428968	0.0026374515	0.0017957783	0.020983176
a31	0.31097612	0.3460882	0.09846107	0.080438405	0.040151123	0.03138056	0.042524025	0.022248711	0.02773178
a8	0.05840145	0.059017774	0.4410368	0.2708792	0.022259306	0.012001582	0.0038963584	0.002854848	0.12965257
a20	0.21570571	0.38008747	0.09254906	0.08371978	0.0628734	0.046264008	0.040598683	0.038617957	0.039583854
a31	0.17839421	0.3079161	0.14513114	0.097044356	0.055301588	0.048019916	0.044046648	0.04543773	0.07870831
a15	0.14575416	0.16908552	0.20949563	0.20190583	0.029471003	0.024249814	0.010562404	0.0083508175	0.20112482
a31	0.16086201	0.3046308	0.097610556	0.09377935	0.07907699	0.068478	0.06517637	0.06440279	0.06598315
a20	0.21103582	0.20530313	0.12161698	0.14189017	0.029555293	0.04517436	0.014803762	0.010393125	0.22022745
a39	0.15567763	0.29936647	0.09884532	0.09876183	0.08086716	0.069587104	0.065172456	0.0653971	0.06632491
a31	0.13891864	0.23880787	0.10756075	0.103576384	0.08808406	0.081199005	0.078239046	0.078748375	0.08486582
a8	0.21705353	0.18423238	0.08052478	0.09378062	0.032329824	0.07597759	0.024862241	0.016426107	0.27481294
a31	0.12864694	0.18721162	0.1065569	0.106346145	0.09913969	0.094127834	0.09251346	0.09241135	0.093046114
a37	0.21073632	0.1504517	0.07002088	0.07701401	0.034226682	0.10163329	0.03210562	0.019471297	0.30434018
a20	0.13337803	0.21192218	0.10524539	0.10577567	0.0954547	0.08854102	0.08622084	0.086295694	0.08716649
a8	0.12228549	0.16219181	0.1092149	0.10938795	0.10248995	0.099084795	0.097703926	0.09790615	0.09973497
a20	0.11619943	0.13223672	0.110492975	0.10968059	0.1073749	0.10602723	0.10556574	0.1056705	0.10675187
a31	0.11464857	0.12536852	0.11138348	0.11029347	0.10803835	0.107175104	0.10703761	0.10719922	0.1088556
</S>	0.15498121	0.08259093	0.05147326	0.046255674	0.043062102	0.11955092	0.04804804	0.03545524	0.4185826
