 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.08715163	0.023095308	0.04767379	0.05407798	0.010110416	0.064324	0.11853062	0.59503627
a20	0.15810046	0.032102723	0.004731897	0.22517197	0.38503966	0.18246116	0.0034411957	0.008950954
a31	0.19483599	0.42674035	0.011323696	0.25525	0.08919226	0.017945837	0.0012682669	0.0034435706
a8	0.03088365	0.0061104232	0.00019811802	0.5528284	0.3589411	0.05009372	0.00038489708	0.0005596386
a31	0.17381097	0.19152567	0.042504735	0.2297208	0.19539148	0.070414096	0.017612692	0.07901949
a37	0.21637614	0.21114239	0.017272748	0.19420505	0.21406771	0.08813735	0.015212476	0.043586157
a31	0.4255353	0.18686922	0.011754416	0.06781794	0.119521834	0.059996903	0.019682765	0.10882173
a39	0.16472213	0.19011219	0.016749883	0.26546812	0.25410095	0.07519567	0.017823102	0.01582792
a20	0.51664025	0.13379923	0.014298646	0.05984202	0.057113092	0.08189941	0.03550781	0.100899525
a31	0.3897577	0.30753842	0.023273349	0.12889718	0.07925751	0.044977933	0.012781209	0.013516704
a39	0.09116783	0.100922346	0.027402356	0.2919118	0.2883418	0.11708102	0.043210305	0.03996254
a41	0.40593752	0.18836774	0.012697839	0.08881347	0.096981525	0.0691614	0.04913622	0.088904314
a31	0.36302227	0.18936943	0.02039335	0.18324615	0.06623988	0.07472123	0.051860157	0.05114757
a23	0.11159399	0.07858	0.025274163	0.25809708	0.1631951	0.111834556	0.12244823	0.12897687
a31	0.35712436	0.25466314	0.010670826	0.08275495	0.07143236	0.071031965	0.058889028	0.09343336
a20	0.10620887	0.052475818	0.019645767	0.18453564	0.10548451	0.10215157	0.16565631	0.26384145
a31	0.26875338	0.22856753	0.011450161	0.14573374	0.1653255	0.07732394	0.04622414	0.056621607
a28	0.09483539	0.0532746	0.011759172	0.2000212	0.105496295	0.0541214	0.14130703	0.33918488
a31	0.23012105	0.18090956	0.011623122	0.18491769	0.22888617	0.0826065	0.038195748	0.04274018
a8	0.11857514	0.08125935	0.00934367	0.26388356	0.09417102	0.030442279	0.11374889	0.2885761
a24	0.32905927	0.24932584	0.024716375	0.12199008	0.11277612	0.07258841	0.04288213	0.046661805
a31	0.31749636	0.22792505	0.040078364	0.08086253	0.081203476	0.091436505	0.07315429	0.08784344
a3	0.2603737	0.18661883	0.019018589	0.16440243	0.04842313	0.03169724	0.091690674	0.19777532
a13	0.3329693	0.25522828	0.040003575	0.10696266	0.08625286	0.06931683	0.053337567	0.055928968
a35	0.2917091	0.22401035	0.0530005	0.097936824	0.09101438	0.08683941	0.075117126	0.08037232
a31	0.21036312	0.17273957	0.08964312	0.10926909	0.10637124	0.10672056	0.100834034	0.104059264
a11	0.27573758	0.183868	0.036276888	0.08815456	0.05429574	0.05115656	0.09418163	0.21632904
a31	0.24614033	0.198036	0.08314944	0.11102056	0.09489156	0.09095744	0.0874886	0.088316
a46	0.2349089	0.14856125	0.037068162	0.074735925	0.058128506	0.058014642	0.113053285	0.27552933
a8	0.19500493	0.1671287	0.100886665	0.11786299	0.10753328	0.10480194	0.103284635	0.10349683
a31	0.14515638	0.13623339	0.116292566	0.120946124	0.119993016	0.120886624	0.11964906	0.12084282
a39	0.1894361	0.13646573	0.06260573	0.082464635	0.07573315	0.081206575	0.112637125	0.25945097
a31	0.19930245	0.16999382	0.100019254	0.11747221	0.105764374	0.10318554	0.10205656	0.10220578
a29	0.18717131	0.11882433	0.04491743	0.06403151	0.064766645	0.07332013	0.12604807	0.32092056
a31	0.21646649	0.17877477	0.09245553	0.117662735	0.10374752	0.09802329	0.09666349	0.096206225
a20	0.1717821	0.100103915	0.033806294	0.056093793	0.06263566	0.06847789	0.15687607	0.35022432
a13	0.21625371	0.17856397	0.0927948	0.118322454	0.10379114	0.097769804	0.09652814	0.09597592
a31	0.16823326	0.15059866	0.10739793	0.12197177	0.11375071	0.11047473	0.1141957	0.11337727
a23	0.14235608	0.08805251	0.04020986	0.054839313	0.06719425	0.07814766	0.15819748	0.37100282
</S>	0.14536895	0.13722783	0.11736331	0.123777494	0.12022031	0.11858944	0.11886028	0.11859238
