 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.0038419594	0.009816664	0.011482996	0.024613466	0.16188085	0.005894941	0.6493991	0.09187041	0.03847006	0.0016724135	0.00011539103	0.00014139165	0.0008003708
a31	0.03761851	0.4040485	0.25222754	0.018380525	0.028741982	6.7127854e-05	0.031796623	0.0071327607	0.08085549	0.06508925	0.027392177	0.03499342	0.011656027
a23	0.015575833	0.22028895	0.15183383	0.008795823	0.014259327	3.4604658e-05	0.010741867	0.011812449	0.33615753	0.12359942	0.06696134	0.039937496	1.475997e-06
a31	0.0032732524	0.003983626	0.0069073234	0.0032266537	0.046833616	0.003135868	0.80223536	0.10855755	0.0042763753	0.0026800395	0.005405623	0.008677956	0.0008066351
a39	4.7872338e-05	2.4555346e-05	0.0005779206	7.974041e-05	0.0007278101	1.4192826e-05	0.00357703	0.005327241	0.0002534974	0.0011133152	0.7829421	0.20520757	0.00010704509
a8	0.029656904	0.017841661	0.067139186	0.039610762	0.17303018	0.0141305765	0.11918247	0.031714097	0.013749272	0.014723535	0.16867284	0.26549327	0.045055218
a31	0.068611	0.047371015	0.16855311	0.10903956	0.33962208	0.004700759	0.00647922	0.0065210755	0.016028915	0.013530397	0.037433982	0.056730624	0.12537827
a13	0.0021865359	0.0018264872	0.0031130752	0.0025213528	0.0017634761	0.0004504416	0.00043035866	0.00014596192	0.0003116115	0.00060779497	0.80857766	0.1775525	0.000512804
a31	0.06709884	0.14850597	0.384187	0.24196911	0.10536868	0.0009930372	0.007025433	0.0049291975	0.027887402	0.004938957	0.001594685	0.0012240921	0.004277614
a46	0.005102427	0.007129435	0.008579293	0.005386524	0.0056671556	0.0015198868	0.0038550457	0.0009089621	0.00059808046	0.002708166	0.67192554	0.28431153	0.0023079012
a35	0.052248295	0.19710122	0.32341632	0.24248004	0.08441649	0.001698477	0.009703697	0.012511829	0.061817575	0.0055821617	0.0038991033	0.0031039675	0.0020207844
a24	0.1299802	0.18499564	0.33560672	0.2507119	0.06325571	0.002033014	0.0038279817	0.0033585357	0.016454661	0.0041819657	0.00137616	0.00108691	0.0031306068
a18	0.10577813	0.22503075	0.3349976	0.19447841	0.049105905	0.0072377142	0.008863758	0.0096629355	0.040539406	0.0090284655	0.0034136348	0.0021386934	0.009724578
a17	0.09649643	0.359447	0.22473742	0.1113928	0.051755406	0.014240081	0.016306479	0.019982355	0.06414833	0.014571409	0.004340636	0.0026462714	0.019935416
a43	0.08266169	0.406075	0.14178784	0.087800115	0.06248731	0.026939299	0.024018146	0.032210648	0.08181545	0.022518761	0.00403202	0.0024780172	0.025175698
a31	0.09775606	0.38213268	0.10492696	0.08915623	0.06198649	0.05208478	0.02526522	0.03556524	0.08203234	0.031801462	0.005048006	0.00320092	0.029043617
a20	0.04765936	0.27055717	0.07652923	0.036400624	0.027559983	0.0047401777	0.24344654	0.018057324	0.047759593	0.113737695	0.091988556	0.017591855	0.0039719823
a24	0.05872373	0.40336043	0.100873865	0.09271302	0.039420355	0.029663738	0.023778994	0.045726236	0.16407835	0.017739736	0.00826644	0.006178065	0.00947705
a49	0.047584746	0.3944209	0.08775024	0.097885	0.05656425	0.026240377	0.04762688	0.06151878	0.14164595	0.021544026	0.0041058166	0.0033451756	0.009767812
a39	0.060347643	0.38037142	0.100486845	0.118802615	0.063455485	0.01741121	0.052083485	0.05577786	0.11056821	0.022432553	0.0038573882	0.0031221402	0.011283239
a19	0.081420384	0.31528443	0.11555474	0.1394686	0.0773822	0.019832496	0.058679037	0.05464378	0.09313375	0.025010876	0.0025892945	0.0018921439	0.015108271
a18	0.105303064	0.27622643	0.11496177	0.15109076	0.08141086	0.021971408	0.061205912	0.05237047	0.0839546	0.027133862	0.0034184603	0.0024010162	0.01855143
a31	0.10783747	0.28250143	0.11665794	0.13990971	0.08535334	0.019693352	0.08404416	0.048796024	0.07149761	0.021836339	0.0033838057	0.0020536585	0.016435122
a17	0.051011816	0.12934458	0.05984784	0.07299284	0.09707076	0.03667385	0.38571215	0.077772304	0.052140012	0.021075008	0.012779652	0.0034763336	0.00010284213
a20	0.16992342	0.48990172	0.16602641	0.0739538	0.019770755	0.016715592	0.007692351	0.007390427	0.018913232	0.00544295	0.008801746	0.005212774	0.0102548
a31	0.0987454	0.16881405	0.11274111	0.16833562	0.10426908	0.021966904	0.088381365	0.069909014	0.10630168	0.033120327	0.0034541113	0.0023074122	0.021653911
a37	0.012109132	0.026820535	0.01516018	0.020008614	0.0956942	0.014562783	0.7197594	0.04973269	0.016062355	0.0065426365	0.019025538	0.0036276195	0.00089431624
a31	0.1918331	0.46423456	0.14309463	0.09220893	0.022514684	0.02161494	0.009350995	0.008552556	0.01766827	0.0056477217	0.008708574	0.00604686	0.008524187
a20	0.060559787	0.2267163	0.102524444	0.08862062	0.075342	0.017440386	0.09658654	0.09009417	0.09221522	0.07488726	0.020862583	0.006165956	0.04798483
a31	0.042979904	0.2676014	0.09245552	0.08912806	0.069941	0.019804146	0.09074011	0.103553176	0.12995714	0.05831831	0.0048198574	0.0041514123	0.026549954
a24	0.03002738	0.20812702	0.09180241	0.08076586	0.07871665	0.006754134	0.10709926	0.12085303	0.14405598	0.070670925	0.018652285	0.0060422537	0.036432784
a20	0.04284122	0.14009689	0.063857704	0.0577089	0.056287088	0.033751115	0.083797	0.11429164	0.25567186	0.05081353	0.03161909	0.031025272	0.038238678
a24	0.03174911	0.106823586	0.056208607	0.0533286	0.05670513	0.025769098	0.09504857	0.13589965	0.30792212	0.050372962	0.024862148	0.022976017	0.03233439
a8	0.043487806	0.09532532	0.06069922	0.059121024	0.061078288	0.04496558	0.08880705	0.11866867	0.2593767	0.056250356	0.035052106	0.034738358	0.04242956
a31	0.050678015	0.08694831	0.058644067	0.061116762	0.059746217	0.08935997	0.08482051	0.10880186	0.2323066	0.053960774	0.035946514	0.035503067	0.04216737
a29	0.020436771	0.13025914	0.05287949	0.048192527	0.05203088	0.012183817	0.09901903	0.1400644	0.2709779	0.045631073	0.07720808	0.02406548	0.027051404
a31	0.07106732	0.13843387	0.07631394	0.06892549	0.06224014	0.07010378	0.06887634	0.07673898	0.11545402	0.058876436	0.06353494	0.06487585	0.064558856
a28	0.02518558	0.078267254	0.039025158	0.036013152	0.037128706	0.01981739	0.055741783	0.07646645	0.17357959	0.037645984	0.24814713	0.11606622	0.056915503
