 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.07269572	0.025798136	0.0077022635	0.008357077	0.05651277	0.6555824	0.17335162
a46	0.09798625	0.7741234	0.09024024	0.0022016943	0.008975373	0.0057968926	0.020676231
a35	0.105401866	0.7995106	0.06634624	0.0006421163	0.025173867	0.0016656168	0.0012597219
a3	0.036851343	0.5844695	0.2335444	0.010264863	0.085330606	0.018317197	0.031221969
a31	0.24025835	0.43464005	0.22278956	0.016595842	0.03303636	0.026440682	0.026239173
a18	0.026101258	0.6763672	0.27037793	0.0060813804	0.00888736	0.009307232	0.0028776394
a31	0.4871647	0.115090616	0.026860144	0.002940161	0.035559416	0.27057505	0.06181
a46	0.16460708	0.487155	0.18981226	0.023038965	0.021378392	0.09852421	0.01548407
a31	0.6369343	0.14352323	0.01812221	0.0064420686	0.026714623	0.13296865	0.035295
a46	0.23863807	0.38378116	0.17381154	0.019702256	0.04704919	0.09266077	0.044356972
a31	0.44503704	0.08249207	0.012158788	0.016597236	0.042022873	0.2528915	0.14880057
a17	0.38163853	0.15078321	0.03641264	0.012143365	0.072877705	0.2228291	0.12331544
a20	0.37019265	0.18735918	0.05430108	0.05621789	0.06064891	0.13491836	0.13636197
a31	0.25519508	0.13734692	0.062783614	0.057969186	0.079219066	0.15502828	0.2524578
a7	0.21796001	0.09619685	0.03876746	0.05506805	0.0686017	0.1958146	0.3275914
a39	0.38190058	0.23545496	0.08045865	0.073711716	0.06965082	0.082025684	0.07679761
a31	0.28268337	0.18840186	0.09972509	0.09644767	0.09652312	0.111858204	0.12436059
</S>	0.19571576	0.1455821	0.08777744	0.22398344	0.09214046	0.113782845	0.14101799
