 	la	pasta	vuole	sale	</S>
a20	0.27105695	0.15226741	0.09003067	0.115460195	0.3711848
a31	0.093631975	0.14874159	0.32291758	0.31918272	0.11552615
a37	0.11563798	0.7574772	0.110973924	0.015905948	4.852333e-06
a46	0.06205676	0.8255313	0.06252949	0.044098582	0.0057838727
a3	0.17793979	0.72945225	0.05937764	0.02996175	0.0032686682
a27	0.54706496	0.31962678	0.07391747	0.03242695	0.026963817
a8	0.5325419	0.31128788	0.080964886	0.0317005	0.04350484
a31	0.39149106	0.33842492	0.10593545	0.058971293	0.10517723
a18	0.33712348	0.560136	0.05240774	0.03171744	0.0186153
a31	0.27789426	0.19287579	0.06778498	0.043128856	0.4183161
a23	0.15838577	0.094518214	0.11215263	0.086318076	0.5486253
</S>	0.38225922	0.18518408	0.122402236	0.11859581	0.1915587
