 	avete	cucinato	le	verdure	</S>
a20	0.10434066	0.094493985	0.30826646	0.38847345	0.10442547
a31	0.056080464	0.02929996	0.59289944	0.3002348	0.021485357
a37	0.0037810327	0.029034745	0.9514177	0.015765486	9.688243e-07
a10	0.0058245664	0.015217534	0.29331252	0.6833734	0.002271933
a20	0.020070935	0.12935588	0.69619405	0.1518312	0.0025480026
a28	0.553997	0.035629198	0.19680545	0.1483582	0.06521019
a20	0.09023372	0.018815875	0.29069582	0.5615714	0.03868315
a33	0.12769757	0.052265424	0.117941126	0.30573896	0.3963569
a8	0.19794606	0.16847306	0.19162732	0.19924682	0.24270675
</S>	0.31807593	0.26588863	0.21078944	0.09475941	0.11048659
