 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.32050723	0.10626634	0.028156381	0.052976396	0.040714666	0.056144517	0.2406792	0.15455529
a31	0.23962572	0.43255508	0.0034314946	0.16765152	0.0035122705	0.0051596514	0.09119159	0.05687277
a21	0.00797289	0.028119039	0.0006750905	0.07255818	0.0037106425	0.0059591136	0.8809755	2.9550234e-05
a28	0.02837963	0.5017689	0.008428236	0.33736533	0.012388473	0.019351564	0.08287825	0.009439644
a35	0.33504844	0.48076755	0.0024159297	0.010482027	0.021892097	0.05255268	0.08348681	0.013354538
a24	0.35596618	0.53888434	0.005671071	0.005548806	0.013930154	0.01888123	0.022125399	0.03899282
a46	0.17670825	0.7578461	0.0038426544	0.004337769	0.0064111976	0.0076112645	0.009214278	0.034028467
a31	0.16834153	0.7652275	0.0033214025	0.0055224914	0.010347377	0.010822871	0.008892435	0.027524382
a24	0.14484319	0.7067099	0.0019052663	0.007205337	0.011282567	0.024823317	0.100258216	0.0029722073
a46	0.5515517	0.2273897	0.00539662	0.008772336	0.015011456	0.018946782	0.017846141	0.15508524
a20	0.5350634	0.07380048	0.0068542566	0.021617515	0.060726188	0.06729538	0.04480889	0.18983388
a31	0.3477932	0.06847905	0.017156357	0.033562977	0.06573431	0.071652316	0.054802626	0.34081915
a6	0.25259143	0.24950396	0.020858558	0.027442073	0.033227973	0.052678302	0.33482084	0.028876837
a20	0.2884989	0.36329854	0.04377511	0.03543813	0.0649961	0.083066605	0.065549865	0.05537673
a31	0.13934726	0.12133654	0.09759731	0.09702083	0.15339166	0.18034904	0.13725388	0.07370348
a45	0.08320199	0.05531485	0.035067834	0.0640701	0.3203169	0.2920577	0.12850103	0.02146964
a20	0.2784245	0.22191754	0.16830127	0.060077008	0.04961283	0.057027504	0.12075462	0.043884754
a31	0.18706182	0.13549323	0.15190682	0.07007516	0.13612372	0.13254957	0.14653862	0.04025107
a46	0.06505478	0.10926153	0.05488945	0.07949332	0.2899891	0.2320995	0.09222864	0.07698367
a31	0.1999735	0.14140756	0.15245076	0.09770535	0.09860604	0.10047132	0.114933714	0.094451785
</S>	0.08154551	0.23251963	0.099316575	0.119767815	0.12431596	0.07297768	0.07474392	0.19481286
