 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.0021648975	0.00043810587	0.0017095592	0.0023437028	0.0028079033	0.0033172006	0.005079309	0.013854505	0.011841303	0.13067769	0.02931343	0.048200887	0.0275981	0.037848394	0.002919234	0.029347556	0.37387994	0.27665836
a39	0.015085458	0.00043059018	0.0049358676	0.015822697	0.008831166	0.0020405008	0.001443398	0.025037948	0.038459297	0.015748389	0.1374007	0.3799766	0.11217625	0.11324187	0.09460593	0.016015837	0.012451825	0.0062956354
a31	0.14250463	0.17225778	0.07098515	0.43959823	0.012190415	0.02171608	0.0050701443	0.013002166	0.012739511	0.013237417	0.015536458	0.021485874	0.015475148	0.004830179	0.03178824	0.005843304	0.0008167357	0.0009225439
a8	0.0005199566	0.00029653846	0.0005585679	0.00073272083	0.00018484292	0.00060895004	0.00019872951	0.0012967291	0.00038234598	0.0002421625	0.016171627	0.016576575	0.0061726645	0.04875023	0.8879271	0.018995995	0.00024534905	0.00013894464
a31	0.022154856	0.017480647	0.03507881	0.15579857	0.019791592	0.022882098	0.00890901	0.034255948	0.07042095	0.08865527	0.054579094	0.09992298	0.14236864	0.018291334	0.12081287	0.03606574	0.028660866	0.023870824
a35	0.031016324	0.0022714923	0.025579063	0.04285648	0.0030624801	0.01490398	0.007282625	0.017830892	0.018354565	0.16040902	0.0075581577	0.0758435	0.09521574	0.03509124	0.07026395	0.019314535	0.22816119	0.1449848
a31	0.052408498	0.0033544297	0.01274828	0.01955371	0.0012920436	0.022523101	0.015754249	0.047453728	0.032228474	0.122358456	0.011030738	0.12224322	0.10685065	0.046171363	0.031547632	0.029453311	0.20065837	0.122369766
a33	0.08599529	0.0057168985	0.049432933	0.09545109	0.016314844	0.036601607	0.015924528	0.046236694	0.04583442	0.056530792	0.017126434	0.08307222	0.06511999	0.014801465	0.063256316	0.016354412	0.21470597	0.071524136
a23	0.049051974	0.00052487745	0.003780531	0.006941667	0.001009981	0.011242022	0.01054848	0.059631407	0.04473074	0.06772956	0.008657601	0.12564564	0.05861158	0.042463254	0.0066345576	0.016974669	0.32278457	0.16303697
a31	0.25336847	0.003925419	0.012595359	0.014979686	0.002454975	0.025562158	0.02079755	0.07598495	0.057543058	0.020486638	0.006912648	0.07314973	0.024371028	0.018565873	0.012100208	0.009369703	0.3136492	0.054183308
a37	0.13388936	0.011694302	0.050304748	0.09301579	0.017763449	0.044589557	0.030973773	0.048521392	0.046730526	0.03373464	0.025257451	0.08742109	0.06873968	0.017845972	0.03825239	0.029112766	0.14923593	0.072917216
a31	0.04419692	0.0006024347	0.0036804413	0.008138175	0.0009263536	0.008587203	0.009692197	0.083005585	0.07562893	0.022443153	0.017767139	0.1611246	0.052141897	0.02349946	0.0019207917	0.008324321	0.35162753	0.1266928
a41	0.0516131	0.004302529	0.07301891	0.1584067	0.027357059	0.060923588	0.025417713	0.031832468	0.030646576	0.024761945	0.024998603	0.06898019	0.06719277	0.013273594	0.07685864	0.080155134	0.08786955	0.09239095
a28	0.085019976	0.0016896102	0.007069997	0.011528917	0.0011429117	0.011174338	0.010826409	0.08920441	0.093665496	0.006272313	0.036541395	0.34411523	0.06929817	0.02292178	0.0039859368	0.0065561365	0.15972076	0.039266206
a24	0.089564905	0.0018089967	0.0115256095	0.034547344	0.0065513426	0.03966255	0.040382694	0.16293608	0.13091533	0.025072368	0.057990696	0.24605475	0.07205327	0.020436322	0.0030567679	0.013271361	0.023403024	0.020766662
a31	0.07321045	0.00039858487	0.003631866	0.008848903	0.00041980922	0.017926214	0.018406745	0.12811442	0.05759994	0.009048525	0.0047706934	0.03923377	0.021791738	0.024013883	0.0024232839	0.01049337	0.4379835	0.14168428
a23	0.016064487	0.0015194176	0.05744636	0.15089428	0.009815324	0.060677994	0.037369654	0.042689856	0.041172843	0.005596637	0.015570563	0.04141575	0.037139855	0.020667616	0.043174293	0.13380443	0.10676227	0.17821842
a31	0.18189858	0.0020388018	0.010514514	0.017955003	0.0014763827	0.030622581	0.028967837	0.10149258	0.063285455	0.0044096494	0.020483565	0.09508647	0.04135498	0.025013214	0.01202482	0.015278143	0.28295192	0.06514545
a18	0.0074160043	0.0009784044	0.027207712	0.07473503	0.0031885316	0.03203908	0.030017553	0.06096078	0.057087954	0.0030738704	0.016257191	0.04494306	0.034559615	0.022938212	0.036938988	0.159227	0.14801474	0.2404162
a31	0.2584722	0.005049325	0.026254993	0.04186511	0.0032348242	0.057229042	0.050617673	0.09965828	0.059921782	0.0049293484	0.019877365	0.09801222	0.03645367	0.029304927	0.026800312	0.02302299	0.120448604	0.03884739
a17	0.007819619	0.0014573036	0.038981713	0.09182855	0.0028990898	0.03727459	0.027842825	0.07178811	0.07074095	0.0021335979	0.022849388	0.06600451	0.040389247	0.02185992	0.047181822	0.13131246	0.120356455	0.19727983
a20	0.22428896	0.008269749	0.037021607	0.06064144	0.0060204742	0.10295859	0.08859754	0.11353974	0.048071165	0.0068583996	0.016695412	0.052294243	0.028123701	0.031690303	0.048054937	0.03234679	0.061302457	0.033224523
a23	0.05920749	0.004150633	0.013774499	0.02466827	0.004309649	0.068535455	0.070841685	0.17119223	0.07234784	0.0073954226	0.054050293	0.13610004	0.08696756	0.048643894	0.030230656	0.036689285	0.050365906	0.060529184
a31	0.061348267	0.0050878976	0.0088436715	0.014245159	0.0058688815	0.077334344	0.06462204	0.1771839	0.06874127	0.0114676785	0.08813399	0.15263024	0.07944872	0.03944461	0.021211585	0.026153626	0.047088336	0.051145792
a13	0.019709405	0.0029777645	0.041711763	0.112551965	0.00456731	0.08054919	0.055688895	0.115841806	0.061444312	0.0038139834	0.03594606	0.085020445	0.02999198	0.0127549935	0.05103433	0.07154798	0.07008467	0.14476319
a28	0.10565333	0.015352185	0.033601977	0.05158618	0.013850377	0.17678322	0.14209592	0.12862737	0.03839487	0.015036852	0.022561796	0.039034996	0.024419231	0.025441142	0.051497806	0.0303634	0.05518957	0.030509695
a31	0.059340727	0.013297778	0.0421576	0.08458311	0.015476115	0.1798895	0.1096045	0.11298153	0.040070236	0.0139248455	0.04444237	0.09347437	0.035255585	0.025741931	0.0407348	0.029079273	0.03022284	0.029722856
a19	0.021352718	0.004994419	0.05827288	0.1501464	0.008370956	0.13623585	0.06252554	0.06624855	0.025461469	0.0042855	0.022516044	0.052626085	0.023171304	0.012626165	0.07552082	0.09172543	0.06971411	0.114205755
a21	0.072243124	0.029207908	0.039627366	0.049435716	0.028332232	0.17608342	0.12694114	0.097973965	0.04051738	0.02953969	0.033070896	0.040139623	0.032828562	0.033057906	0.045218855	0.035094775	0.054100484	0.036587022
a31	0.05238671	0.02728424	0.049265165	0.07385654	0.030462569	0.14498769	0.09253725	0.08140848	0.044220176	0.028072052	0.053658903	0.088441074	0.04300625	0.035054576	0.043871704	0.03669843	0.037287585	0.037500557
a37	0.01937368	0.007831556	0.041398007	0.09286382	0.011454598	0.117639445	0.05712712	0.05112176	0.020478964	0.007280958	0.024746485	0.050833277	0.025709463	0.016287161	0.09384313	0.115757085	0.09399844	0.15225504
a31	0.06549116	0.03392327	0.04262453	0.050610155	0.033208556	0.16141929	0.116999395	0.09072608	0.043321043	0.03397352	0.03732834	0.0431785	0.036899503	0.03688944	0.046445414	0.038494244	0.049269557	0.039197963
a7	0.02248397	0.011368921	0.023129648	0.039920337	0.0108158635	0.08135178	0.0505302	0.040244944	0.016450783	0.009237404	0.015849227	0.026708828	0.03254917	0.02701284	0.13677782	0.14838287	0.13640553	0.17077982
a31	0.065024935	0.033402003	0.043715753	0.05318814	0.03252095	0.18009865	0.13010651	0.097480215	0.042424135	0.032364458	0.033730697	0.03645906	0.033916753	0.034501497	0.04171609	0.03589025	0.038100913	0.035358977
