 	prima	di	andare	alla	scuola	</S>
a7	0.0005667449	0.099173106	0.88382924	0.0016827476	0.01026329	0.004484888
a11	1.6567543e-05	0.9496641	0.04129195	0.00023300866	0.0076216813	0.0011727081
a43	7.3486694e-06	0.8738826	0.12530623	0.00017366538	0.0006022034	2.77823e-05
a20	2.8239874e-06	0.42408583	0.5713457	0.00010206164	0.004240563	0.00022303646
a31	8.29623e-05	0.025244387	0.9487831	0.0011981714	0.024550876	0.00014050562
a20	0.00045945836	0.021243062	0.94573843	0.0029567096	0.025762098	0.0038403117
a31	0.07454381	0.1016969	0.20755228	0.06360643	0.16365555	0.388945
a20	0.06557858	0.21179484	0.5607032	0.028893523	0.099126235	0.03390356
a31	0.026772602	0.09811333	0.13729072	0.09348638	0.031487044	0.61284995
a20	0.13708057	0.4092017	0.17907378	0.09541844	0.021120854	0.15810472
a31	0.19500567	0.246272	0.07886113	0.048347447	0.10635349	0.3251603
</S>	0.34061942	0.09222999	0.056136876	0.04531075	0.03240419	0.43329874
