 	ho	scritto	una	lettera	al	mio	fratello	</S>
a46	0.016913693	0.0061829467	0.008627242	0.29434818	0.09515909	0.043694247	0.18808556	0.34698904
a31	0.13475516	0.3162167	0.14087836	0.033277288	0.11999926	0.03381984	0.06740152	0.15365186
a13	0.0006261086	0.00015735993	0.0007428732	0.09575329	0.81742364	0.03239723	0.0528986	9.798282e-07
a20	0.050887577	0.095037565	0.087840825	0.2174888	0.39555165	0.1020342	0.048926022	0.0022333914
a15	0.202016	0.20928197	0.24979497	0.13696645	0.118133284	0.027876569	0.026557375	0.029373411
a20	0.2874554	0.23470962	0.098956995	0.07255829	0.15159427	0.027601523	0.045372967	0.08175089
a31	0.19119066	0.14151719	0.032874707	0.042336006	0.22075233	0.051302254	0.105473	0.21455388
a39	0.07362071	0.31678358	0.064568244	0.13111113	0.37985036	0.0162427	0.013852249	0.0039709923
a31	0.20931359	0.3110989	0.026663871	0.0065002027	0.047855977	0.025612283	0.08418954	0.2887657
a20	0.16519697	0.1727555	0.09382456	0.09086817	0.2545427	0.14967576	0.054712974	0.01842328
a31	0.28907	0.21889178	0.017326428	0.026698159	0.10765536	0.01874649	0.030441733	0.29117
a7	0.03343913	0.036066853	0.016595997	0.05953602	0.3099915	0.06074745	0.11657032	0.3670527
a46	0.41414443	0.13045958	0.023131283	0.12501362	0.21880686	0.04336487	0.022310063	0.022769364
a39	0.31938693	0.070430696	0.03256625	0.1448008	0.17238013	0.093926355	0.06128785	0.105221026
a31	0.18789095	0.081106596	0.060768627	0.118370764	0.120079674	0.10795516	0.10985491	0.21397331
a46	0.050225444	0.037305944	0.023547735	0.102785006	0.28164208	0.14884132	0.15449855	0.20115386
a0	0.15887903	0.067198075	0.04522942	0.26422235	0.2825133	0.081824005	0.05337466	0.04675924
a27	0.14398773	0.04878748	0.04864021	0.2459402	0.24403419	0.13568048	0.07872499	0.054204766
a20	0.15389906	0.04924608	0.050828315	0.22391157	0.22185318	0.15086253	0.09309913	0.056300137
a0	0.15330498	0.049201876	0.051227767	0.22732803	0.22345516	0.15068689	0.09214185	0.052653477
a14	0.1407879	0.048036907	0.049417906	0.2474489	0.2444224	0.13983783	0.08073582	0.049312353
a0	0.107627735	0.04950297	0.050241787	0.28730798	0.28302315	0.10708796	0.06529409	0.049914356
a46	0.09691203	0.050434433	0.050839785	0.2960628	0.29447573	0.09749697	0.06291529	0.050862964
a20	0.07736774	0.053625934	0.053788193	0.3124409	0.31118602	0.077728346	0.05960662	0.0542563
</S>	0.07314855	0.05512682	0.055245128	0.3143652	0.31324	0.0734958	0.059648152	0.055730376
