 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.05892038	0.022173584	0.16845022	0.55599254	0.0473239	0.02702603	0.038701706	0.040215783	0.041195862
a24	0.8918552	0.01520647	0.042081013	0.030221667	0.0069276947	0.003458083	0.00079122605	0.0007764568	0.008682169
a31	0.040391993	0.036694124	0.09333085	0.18760748	0.43800125	0.040629186	0.022815045	0.12314892	0.017381154
a20	0.04277432	0.058909956	0.015841963	0.040478606	0.7990324	0.007473286	0.0060565257	0.02496012	0.0044729887
a0	0.6455087	0.011792679	0.11511898	0.089447394	0.10899121	0.0061378954	0.0034648236	0.0043510837	0.015187223
a31	0.64412403	0.025505595	0.050716966	0.08417445	0.14096071	0.011943783	0.014994209	0.013369667	0.014210617
a20	0.03894204	0.04439739	0.13774797	0.41734126	0.089293554	0.16266224	0.08039229	0.026710844	0.0025124592
a11	0.9043431	0.004994609	0.021978775	0.037232447	0.0118746525	0.0013712232	0.0017649018	0.0025962647	0.013843979
a20	0.2829269	0.013831644	0.114524595	0.2862693	0.19578736	0.025092924	0.025943339	0.037552867	0.018071067
a39	0.71588224	0.0077845873	0.051546913	0.11809168	0.057318576	0.0037248195	0.008314483	0.018526314	0.018810418
a10	0.7672157	0.006337814	0.03344844	0.107726656	0.035136133	0.0029982973	0.0074359886	0.017295986	0.022404967
a31	0.5426517	0.025151735	0.06886107	0.22499056	0.04339643	0.007389979	0.01396209	0.027713494	0.04588282
a20	0.07153635	0.093037985	0.22652571	0.46529463	0.048593916	0.02931157	0.02588563	0.026247574	0.013566613
a31	0.2282891	0.19543853	0.07100572	0.22580165	0.09167413	0.04417827	0.061846826	0.056227174	0.025538592
a11	0.04627833	0.3452121	0.13226235	0.33378854	0.04775383	0.023444977	0.021461206	0.024961334	0.024837287
a20	0.14355533	0.33380672	0.09705773	0.20852745	0.05972418	0.056141533	0.051360406	0.035013266	0.014813479
a39	0.103692636	0.23947571	0.11472323	0.2585673	0.056856822	0.076911874	0.07709017	0.05344822	0.019234039
a20	0.072058365	0.17438833	0.14218508	0.18846743	0.06937033	0.12039022	0.114033625	0.0884926	0.03061403
a31	0.049467746	0.16555318	0.152097	0.15979445	0.0723821	0.13796124	0.12693596	0.09982987	0.035978496
a46	0.075689554	0.14217857	0.1389372	0.29490188	0.054944202	0.09773924	0.09343667	0.07186936	0.030303393
a31	0.16283295	0.31752366	0.11230679	0.12127288	0.05507335	0.08517588	0.06624539	0.048240308	0.03132884
</S>	0.15385331	0.1631736	0.0929565	0.09564018	0.024894662	0.074403435	0.10188518	0.18957591	0.10361723
