 	dove	aveva	per	stare	non	aveva	</S>
a24	0.027103296	0.007651896	0.090833046	0.4400577	0.026364988	0.209824	0.19816501
a20	0.41504633	0.084198356	0.08787256	0.31027338	0.038224865	0.031777263	0.032607276
a13	0.4729641	0.11644932	0.29689807	0.06379723	0.019219195	0.017388595	0.013283569
a37	0.42730734	0.18953486	0.09752179	0.25508487	0.0057741916	0.015031037	0.009745756
a24	0.31087494	0.06616444	0.082450435	0.5153261	0.0073696976	0.010945448	0.0068689473
a31	0.42394146	0.06635976	0.11507225	0.19799106	0.1499616	0.01827619	0.028397677
a20	0.0014779093	6.2449864e-05	0.0076821614	0.990607	0.00016679364	2.6683788e-06	8.9419905e-07
a0	0.7444087	0.012510257	0.018568618	0.036901142	0.036096	0.11149355	0.040021747
a20	0.498035	0.03933986	0.059409346	0.31455252	0.06864371	0.009240425	0.010779173
a31	0.6443176	0.025170013	0.062302202	0.13144836	0.094376616	0.02960753	0.012777676
a8	0.023279924	0.00042621917	0.013476316	0.95983505	0.0028222527	0.00013770154	2.2671155e-05
a23	0.5253514	0.007821735	0.015010134	0.0881415	0.06227702	0.20705444	0.09434386
a38	0.5676139	0.014256113	0.0158703	0.024550319	0.037300207	0.24688011	0.09352906
a33	0.26105627	0.0113828145	0.014865086	0.030768203	0.048413858	0.47374445	0.15976933
a31	0.14927535	0.014226706	0.018716032	0.047265366	0.059514947	0.47044402	0.24055764
a24	0.04622317	0.002904263	0.023226738	0.91475767	0.002621197	0.003393291	0.0068735546
a18	0.54944175	0.015007148	0.024855131	0.17079644	0.12114562	0.08860685	0.030147076
a31	0.21803781	0.04734694	0.07180229	0.20083979	0.1511987	0.19718261	0.11359174
a33	0.027325185	0.0057157963	0.038166393	0.9189429	0.0040080645	0.0020186629	0.003823085
</S>	0.3502023	0.03419214	0.050114505	0.21785903	0.17735714	0.1274664	0.042808507
