 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.18572071	0.04706946	0.066872396	0.15142508	0.060318958	0.032826014	0.038389873	0.033777386	0.02774226	0.022622587	0.019042099	0.061560284	0.25263292
a39	0.6380099	0.05468751	0.0052524675	0.00994344	0.0019944827	0.001782541	0.004603339	0.0013977829	0.03754795	0.16789223	0.031196697	0.022246975	0.023444708
a31	0.08166943	0.10531968	0.0026637253	0.2452935	0.23755306	0.0695475	0.025679585	0.0026768758	0.010676007	0.023735004	0.033414584	0.147723	0.014048115
a18	0.013830413	0.15007816	0.0007713753	0.023700355	0.0013591562	0.0008194436	0.0005768245	0.0011511273	0.0041383156	0.2328499	0.15224162	0.41718474	0.001298614
a37	0.30256778	0.010147987	0.001889892	0.024360847	0.03612568	0.03927487	0.02361465	0.0172292	0.20037472	0.18405893	0.034677774	0.05503777	0.07063991
a11	0.19253851	0.018870061	0.014577927	0.061904307	0.08232599	0.032818113	0.10511725	0.21745433	0.15068038	0.057963025	0.021548273	0.013366159	0.030835731
a18	0.45739016	0.016458957	0.006710721	0.02503359	0.039471842	0.01346342	0.04253438	0.11389544	0.12901062	0.059233855	0.013851057	0.020739665	0.062206272
a31	0.4289672	0.008361838	0.0063061067	0.025696533	0.037453365	0.013526381	0.053131543	0.1278271	0.1664644	0.035315856	0.0032879957	0.01232738	0.08133433
a18	0.039815128	0.0057118568	0.004666325	0.022395777	0.016049284	0.011732024	0.022277275	0.07224579	0.17917398	0.39730376	0.13614936	0.07619318	0.016286144
a46	0.33755314	0.06222764	0.08963276	0.039938193	0.047990043	0.016858047	0.04324786	0.1761581	0.12867174	0.014672865	0.00789211	0.008822323	0.026335275
a31	0.19824122	0.016145734	0.008408623	0.055708278	0.12105537	0.04688549	0.16501664	0.17810065	0.15658171	0.033411887	0.0032591724	0.0036380203	0.013547198
a46	0.045046378	0.0023959058	0.0031114148	0.029779574	0.020554775	0.019888561	0.028494185	0.060595836	0.21976362	0.40415394	0.078996375	0.06973029	0.017489053
