 	il	morto	vuole	pianto	</S>
a46	0.27864003	0.3053685	0.03348676	0.11758328	0.26492143
a23	0.08373825	0.6560035	0.24482058	0.005072137	0.010365451
a20	0.78954965	0.08152415	0.12671256	0.00065714185	0.0015565015
a31	0.0151011795	0.23308969	0.705036	0.022267008	0.024506139
a21	0.030998666	0.6725253	0.29621902	0.00024488624	1.2112122e-05
a11	0.25694877	0.40898892	0.10138722	0.123055845	0.10961923
a10	0.07128369	0.7712932	0.08829315	0.030962318	0.0381676
a27	0.18419994	0.5361068	0.14079688	0.08198594	0.056910362
a17	0.3032698	0.6152495	0.03914654	0.032026406	0.010307746
a31	0.24175219	0.6370877	0.04055402	0.06354315	0.017062932
a37	0.1808539	0.27700707	0.52731293	0.011714679	0.0031113715
a31	0.19669631	0.3104103	0.13706522	0.09140165	0.26442647
a37	0.03580569	0.7529096	0.19312489	0.005538968	0.012620821
a17	0.34038028	0.3429315	0.11280611	0.09250144	0.11138071
a31	0.22124712	0.3491544	0.12066177	0.12605824	0.1828785
a10	0.08193473	0.18106349	0.20561019	0.05771022	0.47368136
a7	0.31877092	0.24106465	0.14640455	0.14138387	0.15237607
a31	0.2577889	0.12510374	0.14666392	0.14565058	0.32479286
a33	0.10374278	0.03890829	0.13290434	0.0552013	0.6692432
a29	0.20925774	0.20705466	0.19436781	0.19374341	0.19557643
a41	0.20982282	0.19199781	0.19213666	0.19231924	0.2137234
a31	0.22699185	0.19046937	0.18933241	0.18929197	0.20391436
a39	0.24761797	0.0680131	0.16888526	0.075140044	0.44034365
</S>	0.20513591	0.20561184	0.19661164	0.19620892	0.19643171
