 	avete	cucinato	le	verdure	</S>
a29	0.10434066	0.094493985	0.30826646	0.38847345	0.10442547
a38	0.026636072	0.025521731	0.59787565	0.31045005	0.039516542
a31	0.059345923	0.0060461354	0.8979193	0.036683753	4.8929646e-06
a11	0.018956928	0.014832907	0.9552573	0.0109434435	9.436009e-06
a37	0.010957062	0.059961572	0.74218744	0.1866222	0.00027171784
a11	0.6572088	0.027818725	0.12210252	0.10799151	0.08487837
a31	0.57326186	0.026226811	0.14190418	0.14487946	0.1137277
a20	0.21472096	0.051552687	0.1471799	0.4177208	0.16882564
a31	0.29229632	0.024649134	0.052381754	0.054264337	0.57640845
a39	0.44536433	0.35405692	0.122530684	0.036942832	0.04110531
a13	0.4687566	0.19940838	0.14693527	0.11273829	0.07216144
a18	0.27587888	0.3129303	0.1728231	0.16459943	0.07376831
a39	0.24072959	0.25870788	0.19772814	0.20528342	0.09755096
a31	0.22098902	0.23272012	0.2054551	0.21060392	0.1302318
a46	0.11164174	0.56488895	0.206869	0.07653213	0.040068217
</S>	0.24450274	0.35690337	0.15465455	0.14821611	0.09572326
