 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.0121414345	0.002717561	0.0070525687	0.0035362781	0.008729465	0.013917303	0.01210677	0.0012533315	0.0074855294	0.055835687	0.24572131	0.23191324	0.39758953
a31	0.08412966	0.10962164	0.21767284	0.04162699	0.14017779	0.08778053	0.07149258	0.073328406	0.063119	0.026015867	0.07847047	0.00045661614	0.0061076097
a21	0.0013052125	0.0149698015	0.0017405356	0.0024090619	0.047234803	0.0007226611	0.00073730195	0.016401825	0.0046280287	0.01229159	0.8934399	0.004090559	2.8790695e-05
a24	0.0142504675	0.046588704	0.05942646	0.07951692	0.017849237	0.0074425074	0.04926965	0.09279609	0.36808318	0.16962363	0.06642563	0.0060809585	0.022646537
a31	0.015082076	0.010132446	0.027257966	0.044233076	0.026290968	0.03786123	0.25411642	0.20319921	0.23210561	0.07753173	0.06013134	0.00410477	0.007953139
a17	0.0005064303	0.0029410555	0.0018731429	0.0039119404	0.0017424347	0.00080096326	0.0056029605	0.013788415	0.033098903	0.026133256	0.90154105	0.0020728996	0.005986493
a31	0.016763326	0.020713115	0.022957567	0.025296036	0.04509807	0.054389838	0.39805874	0.11700295	0.034361523	0.04273694	0.1835293	0.008526838	0.030565765
a20	0.0012045985	0.0039828876	0.0048142876	0.0048615877	0.006066591	0.004284955	0.005882763	0.013802804	0.0057106996	0.0029298624	0.93837583	0.0029255429	0.005157539
a13	0.04452305	0.017459402	0.03330462	0.021136155	0.12453974	0.22973527	0.20085391	0.022641536	0.008085478	0.0119409375	0.23875774	0.009970064	0.037052117
a17	0.059691664	0.12121333	0.13005038	0.10694734	0.11612169	0.10280122	0.12002118	0.05185612	0.0156612	0.009787499	0.15156811	0.0016968349	0.012583504
a8	0.019996597	0.018925576	0.0340162	0.03742182	0.07307096	0.085178696	0.39923003	0.13677399	0.02096363	0.030141167	0.124302514	0.004642775	0.015336004
a31	0.0155923255	0.02590564	0.033601113	0.02746814	0.11188809	0.102610745	0.30581048	0.12690775	0.009006916	0.021525597	0.19247922	0.00802912	0.019174902
a39	0.014540929	0.12361546	0.007895971	0.0017636061	0.0028225784	0.0021682612	0.011723006	0.13039508	0.0032700293	0.020998389	0.50270104	0.027312674	0.15079284
a31	0.050548393	0.039021753	0.042828247	0.008012255	0.09997069	0.22249377	0.14135985	0.04784804	0.0028603522	0.008859644	0.20763318	0.03212849	0.09643527
a37	0.006467691	0.02383472	0.015578391	0.01411471	0.015074722	0.031371947	0.074453436	0.05571116	0.0048670867	0.0033079097	0.7114529	0.014911575	0.02885374
a8	0.05995352	0.03396221	0.035555992	0.0077078776	0.078812376	0.2471502	0.18717983	0.08971296	0.0026767587	0.0059064426	0.16328108	0.020127354	0.06797331
a31	0.033317354	0.055762663	0.05777981	0.022057118	0.16843171	0.16609803	0.26609933	0.067194715	0.003909885	0.0051609892	0.1376925	0.0037643693	0.012731515
a8	0.013834543	0.027237894	0.030781625	0.027688367	0.020587828	0.046938792	0.0951643	0.030885015	0.0067740506	0.012774792	0.48727393	0.07989608	0.120162725
a23	0.038415555	0.053735085	0.041203108	0.009973663	0.08811675	0.14245151	0.117038265	0.10853482	0.0055304025	0.014223317	0.244573	0.039423887	0.096780635
a8	0.045374677	0.08415091	0.07368388	0.0156948	0.21697064	0.18811873	0.18673632	0.032469098	0.0054050796	0.009820957	0.105315425	0.012418358	0.023841096
a20	0.041790094	0.07175484	0.051291928	0.014014679	0.19919759	0.1510066	0.12840623	0.02315081	0.009051992	0.02269091	0.1928012	0.033881918	0.060961228
a31	0.050266545	0.05563755	0.04273836	0.014935707	0.18826035	0.19087446	0.10498331	0.020664081	0.011838419	0.03659917	0.14073153	0.058353934	0.08411658
a28	0.04860361	0.18320014	0.051294632	0.028426202	0.02129483	0.008605169	0.0020973634	0.005898908	0.0016891372	0.028629104	0.31292227	0.06714447	0.24019413
a31	0.022322573	0.07078448	0.042633962	0.025392627	0.10365197	0.101812094	0.10840653	0.14804928	0.018929427	0.036733083	0.15937722	0.05789914	0.10400766
a46	0.018259155	0.06559516	0.054683905	0.067226954	0.062904544	0.02485683	0.009809428	0.013681136	0.0076524233	0.06908028	0.22568528	0.17328233	0.20728263
a38	0.025769817	0.09244823	0.061939787	0.05683004	0.17479528	0.06652956	0.06630685	0.10612512	0.04480987	0.10212359	0.08089835	0.06525172	0.05617181
a13	0.08027587	0.076912336	0.058119517	0.04727914	0.16803172	0.13733092	0.06376354	0.0571685	0.03888275	0.0924509	0.048806187	0.06712816	0.06385043
a31	0.08717209	0.07939168	0.061875727	0.057557926	0.16000347	0.1055958	0.051701866	0.04539402	0.04372666	0.096136525	0.055793963	0.07436624	0.08128402
a17	0.017854877	0.07609567	0.048815895	0.07116896	0.0855596	0.017807433	0.009704233	0.01132028	0.009753816	0.02751391	0.34082124	0.14700145	0.13658258
a31	0.029768573	0.0806408	0.055285987	0.051544983	0.16238518	0.06477348	0.05917207	0.07936333	0.042335343	0.10746811	0.115095206	0.07249969	0.07966726
a35	0.013155088	0.042977843	0.028107874	0.034901306	0.068513535	0.014157673	0.012746507	0.018985866	0.030424511	0.15905526	0.17835578	0.1841136	0.2145051
a8	0.04965394	0.09635652	0.07703281	0.080087855	0.19513172	0.062119722	0.058231547	0.06622859	0.055617522	0.08793078	0.057926357	0.059736643	0.05394595
a31	0.077940054	0.077724494	0.07457674	0.07328161	0.09674926	0.08122868	0.07250789	0.07156766	0.06961494	0.08266694	0.071301155	0.075434394	0.075406194
</S>	0.016099038	0.028015407	0.022265477	0.024104632	0.050925273	0.016443169	0.014890055	0.017527012	0.024112817	0.12202621	0.21010494	0.23458086	0.21890503
