 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.013827059	0.011576343	0.016032021	0.031895526	0.030369341	0.025514936	0.0074680364	0.014842845	0.84847385
a29	0.16213149	0.06486029	0.18850157	0.038422443	0.13919424	0.14802404	0.1689722	0.039130073	0.050763696
a31	0.12565106	0.04326988	0.21007173	0.20313303	0.09111348	0.083384916	0.20563641	0.030246418	0.007493092
a20	0.0051200013	0.0003568695	0.0022265008	0.0018842836	0.0033495915	0.9414458	0.029249843	0.015815102	0.00055190176
a31	0.04580174	0.0241124	0.33160484	0.088026725	0.057355955	0.025333134	0.2697875	0.10936992	0.048607737
a28	0.14012729	0.050089397	0.10674748	0.012908114	0.09227684	0.1665769	0.37001067	0.021667756	0.03959557
a3	0.09319268	0.15540834	0.16422173	0.018578304	0.18589178	0.13005747	0.197313	0.004274277	0.051062405
a35	0.27499926	0.22682951	0.1311137	0.010401837	0.08298238	0.09428953	0.060334478	0.01524299	0.10380626
a31	0.45738274	0.25051418	0.05524262	0.0027070437	0.035627235	0.033898946	0.036593985	0.014565135	0.113468066
a20	0.31438425	0.1275583	0.10019674	0.008679922	0.03377349	0.2802155	0.07044304	0.025146	0.039602794
a31	0.33335304	0.21282408	0.030696496	0.005712968	0.03890828	0.011183464	0.019979352	0.011051065	0.3362913
a28	0.0447152	0.12661994	0.21704848	0.03767086	0.20231259	0.026084581	0.06219172	0.106977895	0.17637876
a13	0.5932261	0.14654613	0.03268315	0.008165981	0.03384098	0.015088161	0.038473822	0.029755393	0.10222025
a41	0.3501408	0.10775674	0.055492327	0.018205397	0.08039649	0.022566024	0.0474997	0.03975385	0.2781887
a28	0.3536198	0.12722655	0.047704678	0.030455848	0.053108193	0.0361182	0.04546129	0.03164878	0.2746566
a31	0.26576883	0.12060159	0.06353173	0.04812523	0.07187371	0.053518265	0.053499892	0.036028393	0.2870524
a20	0.16288298	0.098291494	0.2300482	0.069758296	0.04404504	0.10853802	0.046643887	0.0609574	0.17883465
a31	0.5281591	0.08932682	0.032737568	0.019768443	0.033279825	0.03155056	0.06900996	0.058617167	0.13755062
a24	0.088064276	0.051533088	0.0654261	0.024110176	0.025373787	0.025025804	0.17433418	0.30329213	0.24284042
a46	0.2372317	0.116854146	0.09386665	0.079116195	0.08656675	0.08318837	0.10507996	0.098914586	0.09918171
</S>	0.19159958	0.104861826	0.1078744	0.09417016	0.09425228	0.09554992	0.103809096	0.1023054	0.10557728
